same_education_req|var_pop|agegroup|closest_relative_group|relative_group|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_20#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|612 (100.0)|100||612
no|bd_20#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|control|__n|__n|612 (100.0)|100||612
no|bd_20#prev_2021|0-24|mother|control|male|male|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|control|cci_g|cci_g: title||||
no|bd_20#prev_2021|0-24|mother|control|cci_g|cci_g: +3|10 (1.6)|1.63398692810457||10
no|bd_20#prev_2021|0-24|mother|control|cci_g|cci_g: 0|533 (87.1)|87.0915032679738||533
no|bd_20#prev_2021|0-24|mother|control|cci_g|cci_g: 1-2|69 (11.3)|11.2745098039215||69
no|bd_20#prev_2021|0-24|mother|control|age_index|age_index|48.7 (44.3;52.7)|44.2882513661202|52.7035519125683|48.673497268
no|bd_20#prev_2021|0-24|mother|control|education_level|education_level: title||||
no|bd_20#prev_2021|0-24|mother|control|education_level|education_level: long_education|232 (37.9)|37.9084967320261||232
no|bd_20#prev_2021|0-24|mother|control|education_level|education_level: medium_education|266 (43.5)|43.4640522875817||266
no|bd_20#prev_2021|0-24|mother|control|education_level|education_level: no_education|24 (3.9)|3.92156862745098||24
no|bd_20#prev_2021|0-24|mother|control|education_level|education_level: short_education|90 (14.7)|14.7058823529411||90
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|612 (100.0)|100||612
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_20#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|case|__n|__n|14,954 (100.0)|100||14954
no|bd_20#prev_2021|25-64|closest_relative|case|male|male|6,454 (43.2)|43.1590209977263||6454
no|bd_20#prev_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
no|bd_20#prev_2021|25-64|closest_relative|case|cci_g|cci_g: +3|646 (4.3)|4.31991440417279||646
no|bd_20#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 0|11,278 (75.4)|75.4179483750167||11278
no|bd_20#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|3,030 (20.3)|20.2621372208104||3030
no|bd_20#prev_2021|25-64|closest_relative|case|age_index|age_index|57.7 (50.0;64.0)|50.0493150684931|63.9780821917808|57.653424658
no|bd_20#prev_2021|25-64|closest_relative|case|education_level|education_level: title||||
no|bd_20#prev_2021|25-64|closest_relative|case|education_level|education_level: long_education|3,452 (23.1)|23.0841246489233||3452
no|bd_20#prev_2021|25-64|closest_relative|case|education_level|education_level: medium_education|7,267 (48.6)|48.5956934599438||7267
no|bd_20#prev_2021|25-64|closest_relative|case|education_level|education_level: no_education|466 (3.1)|3.11622308412464||466
no|bd_20#prev_2021|25-64|closest_relative|case|education_level|education_level: short_education|3,769 (25.2)|25.2039588070081||3769
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|2,352 (15.7)|15.7282332486291||2352
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|9,346 (62.5)|62.4983282064999||9346
no|bd_20#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|3,256 (21.8)|21.7734385448709||3256
no|bd_20#prev_2021|25-64|closest_relative|control|__n|__n|14,954 (100.0)|100||14954
no|bd_20#prev_2021|25-64|closest_relative|control|male|male|6,415 (42.9)|42.8982212117159||6415
no|bd_20#prev_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
no|bd_20#prev_2021|25-64|closest_relative|control|cci_g|cci_g: +3|542 (3.6)|3.62444830814497||542
no|bd_20#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 0|11,759 (78.6)|78.6344790691453||11759
no|bd_20#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|2,653 (17.7)|17.7410726227096||2653
no|bd_20#prev_2021|25-64|closest_relative|control|age_index|age_index|57.8 (50.3;64.1)|50.3397260273972|64.1366120218579|57.790410959
no|bd_20#prev_2021|25-64|closest_relative|control|education_level|education_level: title||||
no|bd_20#prev_2021|25-64|closest_relative|control|education_level|education_level: long_education|4,116 (27.5)|27.5244081851009||4116
no|bd_20#prev_2021|25-64|closest_relative|control|education_level|education_level: medium_education|7,098 (47.5)|47.4655610538986||7098
no|bd_20#prev_2021|25-64|closest_relative|control|education_level|education_level: no_education|559 (3.7)|3.73813026614952||559
no|bd_20#prev_2021|25-64|closest_relative|control|education_level|education_level: short_education|3,181 (21.3)|21.2719004948508||3181
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|2,352 (15.7)|15.7282332486291||2352
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|9,346 (62.5)|62.4983282064999||9346
no|bd_20#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|3,256 (21.8)|21.7734385448709||3256
no|bd_20#prev_2021|65+|closest_relative|case|__n|__n|23,351 (100.0)|100||23351
no|bd_20#prev_2021|65+|closest_relative|case|male|male|9,031 (38.7)|38.6750032118538||9031
no|bd_20#prev_2021|65+|closest_relative|case|cci_g|cci_g: title||||
no|bd_20#prev_2021|65+|closest_relative|case|cci_g|cci_g: +3|1,602 (6.9)|6.86051989208171||1602
no|bd_20#prev_2021|65+|closest_relative|case|cci_g|cci_g: 0|16,235 (69.5)|69.5259303670078||16235
no|bd_20#prev_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|5,514 (23.6)|23.6135497409104||5514
no|bd_20#prev_2021|65+|closest_relative|case|age_index|age_index|66.6 (54.9;74.9)|54.9260273972602|74.9287671232876|66.550684932
no|bd_20#prev_2021|65+|closest_relative|case|education_level|education_level: title||||
no|bd_20#prev_2021|65+|closest_relative|case|education_level|education_level: long_education|6,222 (26.6)|26.6455398055757||6222
no|bd_20#prev_2021|65+|closest_relative|case|education_level|education_level: medium_education|11,017 (47.2)|47.1799922915506||11017
no|bd_20#prev_2021|65+|closest_relative|case|education_level|education_level: no_education|819 (3.5)|3.50734443921031||819
no|bd_20#prev_2021|65+|closest_relative|case|education_level|education_level: short_education|5,293 (22.7)|22.6671234636632||5293
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: child|9,504 (40.7)|40.7006123934735||9504
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: partner|13,847 (59.3)|59.2993876065265||13847
no|bd_20#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|control|__n|__n|23,351 (100.0)|100||23351
no|bd_20#prev_2021|65+|closest_relative|control|male|male|9,096 (39.0)|38.9533638816324||9096
no|bd_20#prev_2021|65+|closest_relative|control|cci_g|cci_g: title||||
no|bd_20#prev_2021|65+|closest_relative|control|cci_g|cci_g: +3|1,328 (5.7)|5.68712260716885||1328
no|bd_20#prev_2021|65+|closest_relative|control|cci_g|cci_g: 0|16,787 (71.9)|71.8898548242045||16787
no|bd_20#prev_2021|65+|closest_relative|control|cci_g|cci_g: 1-2|5,236 (22.4)|22.4230225686266||5236
no|bd_20#prev_2021|65+|closest_relative|control|age_index|age_index|66.6 (54.9;74.9)|54.9095890410959|74.8712328767123|66.550684932
no|bd_20#prev_2021|65+|closest_relative|control|education_level|education_level: title||||
no|bd_20#prev_2021|65+|closest_relative|control|education_level|education_level: long_education|6,262 (26.8)|26.8168386792856||6262
no|bd_20#prev_2021|65+|closest_relative|control|education_level|education_level: medium_education|11,023 (47.2)|47.2056871226071||11023
no|bd_20#prev_2021|65+|closest_relative|control|education_level|education_level: no_education|959 (4.1)|4.10689049719498||959
no|bd_20#prev_2021|65+|closest_relative|control|education_level|education_level: short_education|5,107 (21.9)|21.8705837009121||5107
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: child|9,504 (40.7)|40.7006123934735||9504
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: partner|13,847 (59.3)|59.2993876065265||13847
no|bd_20#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|case|__n|__n|7,945 (100.0)|100||7945
no|bd_21#inc_2016_2021|0-24|father|case|male|male|7,945 (100.0)|100||7945
no|bd_21#inc_2016_2021|0-24|father|case|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|0-24|father|case|cci_g|cci_g: +3|183 (2.3)|2.30333543108873||183
no|bd_21#inc_2016_2021|0-24|father|case|cci_g|cci_g: 0|6,704 (84.4)|84.3801132787917||6704
no|bd_21#inc_2016_2021|0-24|father|case|cci_g|cci_g: 1-2|1,058 (13.3)|13.3165512901195||1058
no|bd_21#inc_2016_2021|0-24|father|case|age_index|age_index|51.5 (47.2;55.8)|47.158904109589|55.8442622950819|51.450385508
no|bd_21#inc_2016_2021|0-24|father|case|education_level|education_level: title||||
no|bd_21#inc_2016_2021|0-24|father|case|education_level|education_level: long_education|1,944 (24.5)|24.4682190056639||1944
no|bd_21#inc_2016_2021|0-24|father|case|education_level|education_level: medium_education|3,778 (47.6)|47.5519194461925||3778
no|bd_21#inc_2016_2021|0-24|father|case|education_level|education_level: no_education|260 (3.3)|3.27249842668344||260
no|bd_21#inc_2016_2021|0-24|father|case|education_level|education_level: short_education|1,963 (24.7)|24.70736312146||1963
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|7,945 (100.0)|100||7945
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|control|__n|__n|7,945 (100.0)|100||7945
no|bd_21#inc_2016_2021|0-24|father|control|male|male|7,945 (100.0)|100||7945
no|bd_21#inc_2016_2021|0-24|father|control|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|0-24|father|control|cci_g|cci_g: +3|123 (1.5)|1.54814348646947||123
no|bd_21#inc_2016_2021|0-24|father|control|cci_g|cci_g: 0|6,881 (86.6)|86.6079295154185||6881
no|bd_21#inc_2016_2021|0-24|father|control|cci_g|cci_g: 1-2|941 (11.8)|11.843926998112||941
no|bd_21#inc_2016_2021|0-24|father|control|age_index|age_index|51.4 (47.4;55.6)|47.4234972677595|55.5682610973875|51.42739726
no|bd_21#inc_2016_2021|0-24|father|control|education_level|education_level: title||||
no|bd_21#inc_2016_2021|0-24|father|control|education_level|education_level: long_education|2,104 (26.5)|26.4820641913152||2104
no|bd_21#inc_2016_2021|0-24|father|control|education_level|education_level: medium_education|4,114 (51.8)|51.7809943360604||4114
no|bd_21#inc_2016_2021|0-24|father|control|education_level|education_level: no_education|227 (2.9)|2.85714285714285||227
no|bd_21#inc_2016_2021|0-24|father|control|education_level|education_level: short_education|1,500 (18.9)|18.8797986154814||1500
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: father|7,945 (100.0)|100||7945
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|case|__n|__n|8,627 (100.0)|100||8627
no|bd_21#inc_2016_2021|0-24|mother|case|male|male|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|case|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|0-24|mother|case|cci_g|cci_g: +3|130 (1.5)|1.50689695143155||130
no|bd_21#inc_2016_2021|0-24|mother|case|cci_g|cci_g: 0|7,209 (83.6)|83.563231714385||7209
no|bd_21#inc_2016_2021|0-24|mother|case|cci_g|cci_g: 1-2|1,288 (14.9)|14.9298713341833||1288
no|bd_21#inc_2016_2021|0-24|mother|case|age_index|age_index|48.8 (44.8;53.0)|44.8408114379818|53.0109589041096|48.828265589
no|bd_21#inc_2016_2021|0-24|mother|case|education_level|education_level: title||||
no|bd_21#inc_2016_2021|0-24|mother|case|education_level|education_level: long_education|2,827 (32.8)|32.7692129361307||2827
no|bd_21#inc_2016_2021|0-24|mother|case|education_level|education_level: medium_education|3,741 (43.4)|43.3638576561956||3741
no|bd_21#inc_2016_2021|0-24|mother|case|education_level|education_level: no_education|222 (2.6)|2.57331633244465||222
no|bd_21#inc_2016_2021|0-24|mother|case|education_level|education_level: short_education|1,837 (21.3)|21.2936130752289||1837
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|8,627 (100.0)|100||8627
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|control|__n|__n|8,627 (100.0)|100||8627
no|bd_21#inc_2016_2021|0-24|mother|control|male|male|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|control|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|0-24|mother|control|cci_g|cci_g: +3|104 (1.2)|1.20551756114524||104
no|bd_21#inc_2016_2021|0-24|mother|control|cci_g|cci_g: 0|7,508 (87.0)|87.0290947026776||7508
no|bd_21#inc_2016_2021|0-24|mother|control|cci_g|cci_g: 1-2|1,015 (11.8)|11.7653877361771||1015
no|bd_21#inc_2016_2021|0-24|mother|control|age_index|age_index|49.1 (45.2;53.0)|45.2327195149337|53.0167078374129|49.106849315
no|bd_21#inc_2016_2021|0-24|mother|control|education_level|education_level: title||||
no|bd_21#inc_2016_2021|0-24|mother|control|education_level|education_level: long_education|3,095 (35.9)|35.8757389590819||3095
no|bd_21#inc_2016_2021|0-24|mother|control|education_level|education_level: medium_education|3,932 (45.6)|45.5778370232989||3932
no|bd_21#inc_2016_2021|0-24|mother|control|education_level|education_level: no_education|159 (1.8)|1.84305088675089||159
no|bd_21#inc_2016_2021|0-24|mother|control|education_level|education_level: short_education|1,441 (16.7)|16.7033731308682||1441
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|8,627 (100.0)|100||8627
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|case|__n|__n|7,786 (100.0)|100||7786
no|bd_21#inc_2016_2021|25-64|closest_relative|case|male|male|3,270 (42.0)|41.9984587721551||3270
no|bd_21#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: +3|348 (4.5)|4.46956075006421||348
no|bd_21#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: 0|6,122 (78.6)|78.6283072180837||6122
no|bd_21#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|1,316 (16.9)|16.902132031852||1316
no|bd_21#inc_2016_2021|25-64|closest_relative|case|age_index|age_index|54.0 (40.8;62.2)|40.7749607006512|62.1890410958904|54.04612995
no|bd_21#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: title||||
no|bd_21#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: long_education|1,802 (23.1)|23.1441048034934||1802
no|bd_21#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: medium_education|3,304 (42.4)|42.4351399948625||3304
no|bd_21#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: no_education|398 (5.1)|5.1117390187516||398
no|bd_21#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: short_education|2,282 (29.3)|29.3090161828923||2282
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|3,324 (42.7)|42.6920113023375||3324
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|2,467 (31.7)|31.6850757770357||2467
no|bd_21#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|1,995 (25.6)|25.6229129206267||1995
no|bd_21#inc_2016_2021|25-64|closest_relative|control|__n|__n|7,786 (100.0)|100||7786
no|bd_21#inc_2016_2021|25-64|closest_relative|control|male|male|3,221 (41.4)|41.3691240688415||3221
no|bd_21#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: +3|247 (3.2)|3.17236064731569||247
no|bd_21#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: 0|6,347 (81.5)|81.518109427177||6347
no|bd_21#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|1,192 (15.3)|15.3095299255073||1192
no|bd_21#inc_2016_2021|25-64|closest_relative|control|age_index|age_index|54.5 (41.4;62.2)|41.3625495920353|62.2172692566809|54.521917808
no|bd_21#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: title||||
no|bd_21#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: long_education|2,147 (27.6)|27.5751348574364||2147
no|bd_21#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: medium_education|3,497 (44.9)|44.9139481119958||3497
no|bd_21#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: no_education|360 (4.6)|4.62368353454919||360
no|bd_21#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: short_education|1,782 (22.9)|22.8872334960184||1782
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|3,324 (42.7)|42.6920113023375||3324
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|2,467 (31.7)|31.6850757770357||2467
no|bd_21#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|1,995 (25.6)|25.6229129206267||1995
no|bd_21#inc_2016_2021|65+|closest_relative|case|__n|__n|1,521 (100.0)|100||1521
no|bd_21#inc_2016_2021|65+|closest_relative|case|male|male|782 (51.4)|51.413543721236||782
no|bd_21#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: +3|89 (5.9)|5.85141354372123||89
no|bd_21#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: 0|1,127 (74.1)|74.0959894806048||1127
no|bd_21#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|305 (20.1)|20.0525969756739||305
no|bd_21#inc_2016_2021|65+|closest_relative|case|age_index|age_index|57.5 (48.4;69.2)|48.3743169398907|69.1820270978366|57.531506849
no|bd_21#inc_2016_2021|65+|closest_relative|case|education_level|education_level: title||||
no|bd_21#inc_2016_2021|65+|closest_relative|case|education_level|education_level: long_education|398 (26.2)|26.1669953977646||398
no|bd_21#inc_2016_2021|65+|closest_relative|case|education_level|education_level: medium_education|713 (46.9)|46.8770545693622||713
no|bd_21#inc_2016_2021|65+|closest_relative|case|education_level|education_level: no_education|55 (3.6)|3.61604207758053||55
no|bd_21#inc_2016_2021|65+|closest_relative|case|education_level|education_level: short_education|355 (23.3)|23.3399079552925||355
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: child|1,008 (66.3)|66.2721893491124||1008
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: partner|513 (33.7)|33.7278106508875||513
no|bd_21#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|control|__n|__n|1,521 (100.0)|100||1521
no|bd_21#inc_2016_2021|65+|closest_relative|control|male|male|794 (52.2)|52.2024983563445||794
no|bd_21#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: title||||
no|bd_21#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: +3|83 (5.5)|5.45693622616699||83
no|bd_21#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: 0|1,162 (76.4)|76.3971071663379||1162
no|bd_21#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: 1-2|276 (18.1)|18.145956607495||276
no|bd_21#inc_2016_2021|65+|closest_relative|control|age_index|age_index|57.7 (48.8;69.7)|48.8172917134516|69.6986301369863|57.687671233
no|bd_21#inc_2016_2021|65+|closest_relative|control|education_level|education_level: title||||
no|bd_21#inc_2016_2021|65+|closest_relative|control|education_level|education_level: long_education|422 (27.7)|27.7449046679815||422
no|bd_21#inc_2016_2021|65+|closest_relative|control|education_level|education_level: medium_education|737 (48.5)|48.4549638395792||737
no|bd_21#inc_2016_2021|65+|closest_relative|control|education_level|education_level: no_education|48 (3.2)|3.15581854043392||48
no|bd_21#inc_2016_2021|65+|closest_relative|control|education_level|education_level: short_education|314 (20.6)|20.6443129520052||314
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: child|1,008 (66.3)|66.2721893491124||1008
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: partner|513 (33.7)|33.7278106508875||513
no|bd_21#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|case|__n|__n|6,963 (100.0)|100||6963
no|bd_21#prev_2021|0-24|father|case|male|male|6,963 (100.0)|100||6963
no|bd_21#prev_2021|0-24|father|case|cci_g|cci_g: title||||
