__label|__var|additional_relative_req|var_pop|agegroup|closest_relative_group|case_relative|__stat_char|__stat_num2|__stat_num3|__stat_num1
closest_relative_type: partner|closest_relative_type|yes|bd_03#prev_2021|25-64|partner|0|9,455 (100.0)|100||9455
__n|__n|yes|bd_03#prev_2021|25-64|partner|1|9,455 (100.0)|100||9455
male|male|yes|bd_03#prev_2021|25-64|partner|1|6,098 (64.5)|64.495||6098
cci_g: title|cci_g|yes|bd_03#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_03#prev_2021|25-64|partner|1|183 (1.9)|1.935||183
cci_g: 0|cci_g|yes|bd_03#prev_2021|25-64|partner|1|8,058 (85.2)|85.225||8058
cci_g: 1-2|cci_g|yes|bd_03#prev_2021|25-64|partner|1|1,214 (12.8)|12.84||1214
age_index|age_index|yes|bd_03#prev_2021|25-64|partner|1|48.7 (38.6;57.3)|38.644|57.337|48.691
education_level: title|education_level|yes|bd_03#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_03#prev_2021|25-64|partner|1|2,825 (29.9)|29.878||2825
education_level: medium_education|education_level|yes|bd_03#prev_2021|25-64|partner|1|4,510 (47.7)|47.7||4510
education_level: no_education|education_level|yes|bd_03#prev_2021|25-64|partner|1|235 (2.5)|2.485||235
education_level: short_education|education_level|yes|bd_03#prev_2021|25-64|partner|1|1,885 (19.9)|19.937||1885
closest_relative_type: title|closest_relative_type|yes|bd_03#prev_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_03#prev_2021|25-64|partner|1|9,455 (100.0)|100||9455
__n|__n|yes|bd_04#inc_2016_2021|25-64|partner|0|3,415 (100.0)|100||3415
male|male|yes|bd_04#inc_2016_2021|25-64|partner|0|1,975 (57.8)|57.833||1975
cci_g: title|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|0|84 (2.5)|2.46||84
cci_g: 0|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|0|2,870 (84.0)|84.041||2870
cci_g: 1-2|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|0|461 (13.5)|13.499||461
age_index|age_index|yes|bd_04#inc_2016_2021|25-64|partner|0|53.5 (45.9;59.7)|45.892|59.746|53.532
education_level: title|education_level|yes|bd_04#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|0|1,058 (31.0)|30.981||1058
education_level: medium_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|0|1,682 (49.3)|49.253||1682
education_level: no_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|0|102 (3.0)|2.987||102
education_level: short_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|0|573 (16.8)|16.779||573
closest_relative_type: title|closest_relative_type|yes|bd_04#inc_2016_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#inc_2016_2021|25-64|partner|0|3,415 (100.0)|100||3415
__n|__n|yes|bd_04#inc_2016_2021|25-64|partner|1|3,415 (100.0)|100||3415
male|male|yes|bd_04#inc_2016_2021|25-64|partner|1|1,975 (57.8)|57.833||1975
cci_g: title|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|1|77 (2.3)|2.255||77
cci_g: 0|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|1|2,863 (83.8)|83.836||2863
cci_g: 1-2|cci_g|yes|bd_04#inc_2016_2021|25-64|partner|1|475 (13.9)|13.909||475
age_index|age_index|yes|bd_04#inc_2016_2021|25-64|partner|1|53.6 (45.7;59.9)|45.695|59.923|53.638
education_level: title|education_level|yes|bd_04#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|1|1,058 (31.0)|30.981||1058
education_level: medium_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|1|1,682 (49.3)|49.253||1682
education_level: no_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|1|102 (3.0)|2.987||102
education_level: short_education|education_level|yes|bd_04#inc_2016_2021|25-64|partner|1|573 (16.8)|16.779||573
closest_relative_type: title|closest_relative_type|yes|bd_04#inc_2016_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#inc_2016_2021|25-64|partner|1|3,415 (100.0)|100||3415
__n|__n|yes|bd_04#prev_2021|25-64|partner|0|5,042 (100.0)|100||5042
male|male|yes|bd_04#prev_2021|25-64|partner|0|2,992 (59.3)|59.342||2992
cci_g: title|cci_g|yes|bd_04#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_04#prev_2021|25-64|partner|0|119 (2.4)|2.36||119
cci_g: 0|cci_g|yes|bd_04#prev_2021|25-64|partner|0|4,219 (83.7)|83.677||4219
cci_g: 1-2|cci_g|yes|bd_04#prev_2021|25-64|partner|0|704 (14.0)|13.963||704
age_index|age_index|yes|bd_04#prev_2021|25-64|partner|0|54.5 (46.2;60.2)|46.175|60.219|54.533
education_level: title|education_level|yes|bd_04#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_04#prev_2021|25-64|partner|0|1,607 (31.9)|31.872||1607
education_level: medium_education|education_level|yes|bd_04#prev_2021|25-64|partner|0|2,500 (49.6)|49.583||2500
education_level: no_education|education_level|yes|bd_04#prev_2021|25-64|partner|0|122 (2.4)|2.42||122
education_level: short_education|education_level|yes|bd_04#prev_2021|25-64|partner|0|813 (16.1)|16.125||813
closest_relative_type: title|closest_relative_type|yes|bd_04#prev_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#prev_2021|25-64|partner|0|5,042 (100.0)|100||5042
__n|__n|yes|bd_04#prev_2021|25-64|partner|1|5,042 (100.0)|100||5042
male|male|yes|bd_04#prev_2021|25-64|partner|1|2,992 (59.3)|59.342||2992
cci_g: title|cci_g|yes|bd_04#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_04#prev_2021|25-64|partner|1|106 (2.1)|2.102||106
cci_g: 0|cci_g|yes|bd_04#prev_2021|25-64|partner|1|4,224 (83.8)|83.776||4224
cci_g: 1-2|cci_g|yes|bd_04#prev_2021|25-64|partner|1|712 (14.1)|14.121||712
age_index|age_index|yes|bd_04#prev_2021|25-64|partner|1|54.3 (46.3;60.4)|46.29|60.374|54.292
education_level: title|education_level|yes|bd_04#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_04#prev_2021|25-64|partner|1|1,607 (31.9)|31.872||1607
education_level: medium_education|education_level|yes|bd_04#prev_2021|25-64|partner|1|2,500 (49.6)|49.583||2500
education_level: no_education|education_level|yes|bd_04#prev_2021|25-64|partner|1|122 (2.4)|2.42||122
education_level: short_education|education_level|yes|bd_04#prev_2021|25-64|partner|1|813 (16.1)|16.125||813
closest_relative_type: title|closest_relative_type|yes|bd_04#prev_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#prev_2021|25-64|partner|1|5,042 (100.0)|100||5042
__n|__n|yes|bd_05#inc_2016_2021|25-64|partner|0|169 (100.0)|100||169
male|male|yes|bd_05#inc_2016_2021|25-64|partner|0|94 (55.6)|55.621||94
cci_g: title|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|0|5 (3.0)|2.959||5
cci_g: 0|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|0|145 (85.8)|85.799||145
cci_g: 1-2|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|0|19 (11.2)|11.243||19
age_index|age_index|yes|bd_05#inc_2016_2021|25-64|partner|0|53.6 (43.6;59.8)|43.597|59.792|53.575
education_level: title|education_level|yes|bd_05#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|0|51 (30.2)|30.178||51
education_level: medium_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|0|80 (47.3)|47.337||80
education_level: no_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|0|6 (3.6)|3.55||6
education_level: short_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|0|32 (18.9)|18.935||32
closest_relative_type: title|closest_relative_type|yes|bd_05#inc_2016_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_05#inc_2016_2021|25-64|partner|0|169 (100.0)|100||169
__n|__n|yes|bd_05#inc_2016_2021|25-64|partner|1|169 (100.0)|100||169
male|male|yes|bd_05#inc_2016_2021|25-64|partner|1|94 (55.6)|55.621||94
cci_g: title|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|1|*|||
cci_g: 0|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|1|126 (74.6)|74.556||126
cci_g: 1-2|cci_g|yes|bd_05#inc_2016_2021|25-64|partner|1|*|||
age_index|age_index|yes|bd_05#inc_2016_2021|25-64|partner|1|53.3 (43.2;60.7)|43.23|60.729|53.326
education_level: title|education_level|yes|bd_05#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|1|51 (30.2)|30.178||51
education_level: medium_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|1|80 (47.3)|47.337||80
education_level: no_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|1|6 (3.6)|3.55||6
education_level: short_education|education_level|yes|bd_05#inc_2016_2021|25-64|partner|1|32 (18.9)|18.935||32
closest_relative_type: title|closest_relative_type|yes|bd_05#inc_2016_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_05#inc_2016_2021|25-64|partner|1|169 (100.0)|100||169
__n|__n|yes|bd_05#prev_2021|25-64|partner|0|646 (100.0)|100||646
male|male|yes|bd_05#prev_2021|25-64|partner|0|393 (60.8)|60.836||393
cci_g: title|cci_g|yes|bd_05#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_05#prev_2021|25-64|partner|0|6 (0.9)|0.929||6
cci_g: 0|cci_g|yes|bd_05#prev_2021|25-64|partner|0|570 (88.2)|88.235||570
cci_g: 1-2|cci_g|yes|bd_05#prev_2021|25-64|partner|0|70 (10.8)|10.836||70
age_index|age_index|yes|bd_05#prev_2021|25-64|partner|0|43.9 (31.9;56.4)|31.948|56.358|43.862
education_level: title|education_level|yes|bd_05#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_05#prev_2021|25-64|partner|0|173 (26.8)|26.78||173
education_level: medium_education|education_level|yes|bd_05#prev_2021|25-64|partner|0|283 (43.8)|43.808||283
education_level: no_education|education_level|yes|bd_05#prev_2021|25-64|partner|0|11 (1.7)|1.703||11
education_level: short_education|education_level|yes|bd_05#prev_2021|25-64|partner|0|179 (27.7)|27.709||179
closest_relative_type: title|closest_relative_type|yes|bd_05#prev_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_05#prev_2021|25-64|partner|0|646 (100.0)|100||646
__n|__n|yes|bd_05#prev_2021|25-64|partner|1|646 (100.0)|100||646
male|male|yes|bd_05#prev_2021|25-64|partner|1|393 (60.8)|60.836||393
cci_g: title|cci_g|yes|bd_05#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_05#prev_2021|25-64|partner|1|15 (2.3)|2.322||15
cci_g: 0|cci_g|yes|bd_05#prev_2021|25-64|partner|1|532 (82.4)|82.353||532
cci_g: 1-2|cci_g|yes|bd_05#prev_2021|25-64|partner|1|99 (15.3)|15.325||99
age_index|age_index|yes|bd_05#prev_2021|25-64|partner|1|43.5 (32.5;55.7)|32.478|55.712|43.536
education_level: title|education_level|yes|bd_05#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_05#prev_2021|25-64|partner|1|173 (26.8)|26.78||173
education_level: medium_education|education_level|yes|bd_05#prev_2021|25-64|partner|1|283 (43.8)|43.808||283
education_level: no_education|education_level|yes|bd_05#prev_2021|25-64|partner|1|11 (1.7)|1.703||11
education_level: short_education|education_level|yes|bd_05#prev_2021|25-64|partner|1|179 (27.7)|27.709||179
closest_relative_type: title|closest_relative_type|yes|bd_05#prev_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_05#prev_2021|25-64|partner|1|646 (100.0)|100||646
__n|__n|yes|bd_06#inc_2016_2021|25-64|partner|0|1,440 (100.0)|100||1440
male|male|yes|bd_06#inc_2016_2021|25-64|partner|0|617 (42.8)|42.847||617
cci_g: title|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|0|53 (3.7)|3.681||53
cci_g: 0|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|0|1,158 (80.4)|80.417||1158
cci_g: 1-2|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|0|229 (15.9)|15.903||229
age_index|age_index|yes|bd_06#inc_2016_2021|25-64|partner|0|59.3 (55.0;63.1)|54.977|63.123|59.269
education_level: title|education_level|yes|bd_06#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|0|356 (24.7)|24.722||356
education_level: medium_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|0|699 (48.5)|48.542||699
education_level: no_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|0|45 (3.1)|3.125||45
education_level: short_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|0|340 (23.6)|23.611||340
closest_relative_type: title|closest_relative_type|yes|bd_06#inc_2016_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_06#inc_2016_2021|25-64|partner|0|1,440 (100.0)|100||1440
__n|__n|yes|bd_06#inc_2016_2021|25-64|partner|1|1,440 (100.0)|100||1440
male|male|yes|bd_06#inc_2016_2021|25-64|partner|1|617 (42.8)|42.847||617
cci_g: title|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|1|61 (4.2)|4.236||61
cci_g: 0|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|1|1,097 (76.2)|76.181||1097
cci_g: 1-2|cci_g|yes|bd_06#inc_2016_2021|25-64|partner|1|282 (19.6)|19.583||282
age_index|age_index|yes|bd_06#inc_2016_2021|25-64|partner|1|59.7 (54.9;63.3)|54.876|63.33|59.659
education_level: title|education_level|yes|bd_06#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|1|356 (24.7)|24.722||356
education_level: medium_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|1|699 (48.5)|48.542||699
education_level: no_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|1|45 (3.1)|3.125||45
education_level: short_education|education_level|yes|bd_06#inc_2016_2021|25-64|partner|1|340 (23.6)|23.611||340
closest_relative_type: title|closest_relative_type|yes|bd_06#inc_2016_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_06#inc_2016_2021|25-64|partner|1|1,440 (100.0)|100||1440
__n|__n|yes|bd_06#prev_2021|25-64|partner|0|1,371 (100.0)|100||1371
male|male|yes|bd_06#prev_2021|25-64|partner|0|626 (45.7)|45.66||626
cci_g: title|cci_g|yes|bd_06#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_06#prev_2021|25-64|partner|0|31 (2.3)|2.261||31
cci_g: 0|cci_g|yes|bd_06#prev_2021|25-64|partner|0|1,122 (81.8)|81.838||1122
cci_g: 1-2|cci_g|yes|bd_06#prev_2021|25-64|partner|0|218 (15.9)|15.901||218
age_index|age_index|yes|bd_06#prev_2021|25-64|partner|0|58.7 (53.8;63.0)|53.819|62.995|58.712
education_level: title|education_level|yes|bd_06#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_06#prev_2021|25-64|partner|0|304 (22.2)|22.174||304
education_level: medium_education|education_level|yes|bd_06#prev_2021|25-64|partner|0|703 (51.3)|51.276||703
education_level: no_education|education_level|yes|bd_06#prev_2021|25-64|partner|0|47 (3.4)|3.428||47
education_level: short_education|education_level|yes|bd_06#prev_2021|25-64|partner|0|317 (23.1)|23.122||317
closest_relative_type: title|closest_relative_type|yes|bd_06#prev_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_06#prev_2021|25-64|partner|0|1,371 (100.0)|100||1371
__n|__n|yes|bd_06#prev_2021|25-64|partner|1|1,371 (100.0)|100||1371
male|male|yes|bd_06#prev_2021|25-64|partner|1|626 (45.7)|45.66||626
cci_g: title|cci_g|yes|bd_06#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_06#prev_2021|25-64|partner|1|48 (3.5)|3.501||48
cci_g: 0|cci_g|yes|bd_06#prev_2021|25-64|partner|1|1,054 (76.9)|76.878||1054
cci_g: 1-2|cci_g|yes|bd_06#prev_2021|25-64|partner|1|269 (19.6)|19.621||269
age_index|age_index|yes|bd_06#prev_2021|25-64|partner|1|58.7 (53.3;63.0)|53.277|63.038|58.699
education_level: title|education_level|yes|bd_06#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_06#prev_2021|25-64|partner|1|304 (22.2)|22.174||304
education_level: medium_education|education_level|yes|bd_06#prev_2021|25-64|partner|1|703 (51.3)|51.276||703
education_level: no_education|education_level|yes|bd_06#prev_2021|25-64|partner|1|47 (3.4)|3.428||47
education_level: short_education|education_level|yes|bd_06#prev_2021|25-64|partner|1|317 (23.1)|23.122||317
closest_relative_type: title|closest_relative_type|yes|bd_06#prev_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_06#prev_2021|25-64|partner|1|1,371 (100.0)|100||1371
__n|__n|yes|bd_07#inc_2016_2021|25-64|partner|0|39,235 (100.0)|100||39235
male|male|yes|bd_07#inc_2016_2021|25-64|partner|0|23,465 (59.8)|59.806||23465
cci_g: title|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|0|472 (1.2)|1.203||472
cci_g: 0|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|0|35,046 (89.3)|89.323||35046
cci_g: 1-2|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|0|3,717 (9.5)|9.474||3717
age_index|age_index|yes|bd_07#inc_2016_2021|25-64|partner|0|45.5 (35.6;54.9)|35.573|54.873|45.509
education_level: title|education_level|yes|bd_07#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|0|11,609 (29.6)|29.588||11609
education_level: medium_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|0|18,481 (47.1)|47.103||18481
education_level: no_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|0|1,694 (4.3)|4.318||1694
education_level: short_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|0|7,451 (19.0)|18.991||7451
closest_relative_type: title|closest_relative_type|yes|bd_07#inc_2016_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_07#inc_2016_2021|25-64|partner|0|39,235 (100.0)|100||39235
__n|__n|yes|bd_07#inc_2016_2021|25-64|partner|1|39,235 (100.0)|100||39235
male|male|yes|bd_07#inc_2016_2021|25-64|partner|1|23,465 (59.8)|59.806||23465
cci_g: title|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|1|558 (1.4)|1.422||558
cci_g: 0|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|1|34,465 (87.8)|87.842||34465
cci_g: 1-2|cci_g|yes|bd_07#inc_2016_2021|25-64|partner|1|4,212 (10.7)|10.735||4212
age_index|age_index|yes|bd_07#inc_2016_2021|25-64|partner|1|45.4 (35.4;54.9)|35.439|54.854|45.384
education_level: title|education_level|yes|bd_07#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|1|11,609 (29.6)|29.588||11609
education_level: medium_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|1|18,481 (47.1)|47.103||18481
education_level: no_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|1|1,694 (4.3)|4.318||1694
education_level: short_education|education_level|yes|bd_07#inc_2016_2021|25-64|partner|1|7,451 (19.0)|18.991||7451
closest_relative_type: title|closest_relative_type|yes|bd_07#inc_2016_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_07#inc_2016_2021|25-64|partner|1|39,235 (100.0)|100||39235
__n|__n|yes|bd_07#prev_2021|25-64|partner|0|190,095 (100.0)|100||190095
male|male|yes|bd_07#prev_2021|25-64|partner|0|130,414 (68.6)|68.605||130414
cci_g: title|cci_g|yes|bd_07#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_07#prev_2021|25-64|partner|0|2,669 (1.4)|1.404||2669
cci_g: 0|cci_g|yes|bd_07#prev_2021|25-64|partner|0|167,293 (88.0)|88.005||167293
cci_g: 1-2|cci_g|yes|bd_07#prev_2021|25-64|partner|0|20,133 (10.6)|10.591||20133
age_index|age_index|yes|bd_07#prev_2021|25-64|partner|0|49.2 (39.0;57.3)|39.008|57.282|49.162
education_level: title|education_level|yes|bd_07#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_07#prev_2021|25-64|partner|0|54,443 (28.6)|28.64||54443
education_level: medium_education|education_level|yes|bd_07#prev_2021|25-64|partner|0|96,162 (50.6)|50.586||96162
education_level: no_education|education_level|yes|bd_07#prev_2021|25-64|partner|0|4,683 (2.5)|2.464||4683
education_level: short_education|education_level|yes|bd_07#prev_2021|25-64|partner|0|34,807 (18.3)|18.31||34807
closest_relative_type: title|closest_relative_type|yes|bd_07#prev_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_07#prev_2021|25-64|partner|0|190,095 (100.0)|100||190095
__n|__n|yes|bd_07#prev_2021|25-64|partner|1|190,095 (100.0)|100||190095
male|male|yes|bd_07#prev_2021|25-64|partner|1|130,414 (68.6)|68.605||130414
cci_g: title|cci_g|yes|bd_07#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_07#prev_2021|25-64|partner|1|3,140 (1.7)|1.652||3140
cci_g: 0|cci_g|yes|bd_07#prev_2021|25-64|partner|1|165,002 (86.8)|86.8||165002
cci_g: 1-2|cci_g|yes|bd_07#prev_2021|25-64|partner|1|21,953 (11.5)|11.548||21953
age_index|age_index|yes|bd_07#prev_2021|25-64|partner|1|49.1 (38.9;57.3)|38.942|57.301|49.068
education_level: title|education_level|yes|bd_07#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_07#prev_2021|25-64|partner|1|54,443 (28.6)|28.64||54443
education_level: medium_education|education_level|yes|bd_07#prev_2021|25-64|partner|1|96,162 (50.6)|50.586||96162
education_level: no_education|education_level|yes|bd_07#prev_2021|25-64|partner|1|4,683 (2.5)|2.464||4683
education_level: short_education|education_level|yes|bd_07#prev_2021|25-64|partner|1|34,807 (18.3)|18.31||34807
closest_relative_type: title|closest_relative_type|yes|bd_07#prev_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_07#prev_2021|25-64|partner|1|190,095 (100.0)|100||190095
__n|__n|yes|bd_08#inc_2016_2021|25-64|partner|0|9,279 (100.0)|100||9279
male|male|yes|bd_08#inc_2016_2021|25-64|partner|0|4,416 (47.6)|47.591||4416
cci_g: title|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|0|73 (0.8)|0.787||73
cci_g: 0|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|0|8,495 (91.6)|91.551||8495
cci_g: 1-2|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|0|711 (7.7)|7.662||711
age_index|age_index|yes|bd_08#inc_2016_2021|25-64|partner|0|38.6 (31.7;46.5)|31.718|46.518|38.619
education_level: title|education_level|yes|bd_08#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|0|3,254 (35.1)|35.068||3254
education_level: medium_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|0|4,241 (45.7)|45.705||4241
education_level: no_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|0|184 (2.0)|1.983||184
education_level: short_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|0|1,600 (17.2)|17.243||1600
closest_relative_type: title|closest_relative_type|yes|bd_08#inc_2016_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_08#inc_2016_2021|25-64|partner|0|9,279 (100.0)|100||9279
__n|__n|yes|bd_08#inc_2016_2021|25-64|partner|1|9,279 (100.0)|100||9279
male|male|yes|bd_08#inc_2016_2021|25-64|partner|1|4,416 (47.6)|47.591||4416
cci_g: title|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|1|88 (0.9)|0.948||88
cci_g: 0|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|1|8,432 (90.9)|90.872||8432
cci_g: 1-2|cci_g|yes|bd_08#inc_2016_2021|25-64|partner|1|759 (8.2)|8.18||759
age_index|age_index|yes|bd_08#inc_2016_2021|25-64|partner|1|38.6 (31.6;46.4)|31.607|46.449|38.586
education_level: title|education_level|yes|bd_08#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|1|3,254 (35.1)|35.068||3254
education_level: medium_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|1|4,241 (45.7)|45.705||4241
education_level: no_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|1|184 (2.0)|1.983||184
education_level: short_education|education_level|yes|bd_08#inc_2016_2021|25-64|partner|1|1,600 (17.2)|17.243||1600
closest_relative_type: title|closest_relative_type|yes|bd_08#inc_2016_2021|25-64|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_08#inc_2016_2021|25-64|partner|1|9,279 (100.0)|100||9279
__n|__n|yes|bd_08#prev_2021|25-64|partner|0|26,331 (100.0)|100||26331
male|male|yes|bd_08#prev_2021|25-64|partner|0|12,011 (45.6)|45.615||12011
cci_g: title|cci_g|yes|bd_08#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|yes|bd_08#prev_2021|25-64|partner|0|182 (0.7)|0.691||182
cci_g: 0|cci_g|yes|bd_08#prev_2021|25-64|partner|0|24,180 (91.8)|91.831||24180
cci_g: 1-2|cci_g|yes|bd_08#prev_2021|25-64|partner|0|1,969 (7.5)|7.478||1969
age_index|age_index|yes|bd_08#prev_2021|25-64|partner|0|34.9 (29.2;45.3)|29.156|45.326|34.923
education_level: title|education_level|yes|bd_08#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|yes|bd_08#prev_2021|25-64|partner|0|7,415 (28.2)|28.161||7415
education_level: medium_education|education_level|yes|bd_08#prev_2021|25-64|partner|0|12,683 (48.2)|48.168||12683
education_level: no_education|education_level|yes|bd_08#prev_2021|25-64|partner|0|381 (1.4)|1.447||381
education_level: short_education|education_level|yes|bd_08#prev_2021|25-64|partner|0|5,852 (22.2)|22.225||5852
closest_relative_type: title|closest_relative_type|yes|bd_08#prev_2021|25-64|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_08#prev_2021|25-64|partner|0|26,331 (100.0)|100||26331
