same_education_req|var_pop|agegroup|closest_relative_type|case_relative|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_22#prev_2021|25-64|grouped|1|education_level|education_level: short_education|98,614 (25.9)|25.8651530968205||98614
no|bd_22#prev_2021|25-64|parent|0|__n|__n|58,057 (100.0)|100||58057
no|bd_22#prev_2021|25-64|parent|0|male|male|16,778 (28.9)|28.8991852834283||16778
no|bd_22#prev_2021|25-64|parent|0|cci_g|cci_g: title||||
no|bd_22#prev_2021|25-64|parent|0|cci_g|cci_g: +3|4,281 (7.4)|7.37378782920233||4281
no|bd_22#prev_2021|25-64|parent|0|cci_g|cci_g: 0|38,607 (66.5)|66.4984411871092||38607
no|bd_22#prev_2021|25-64|parent|0|cci_g|cci_g: 1-2|15,169 (26.1)|26.1277709836884||15169
no|bd_22#prev_2021|25-64|parent|0|age_index|age_index|71.1 (62.2;78.3)|62.172602739726|78.2794520547945|71.063013699
no|bd_22#prev_2021|25-64|parent|0|education_level|education_level: title||||
no|bd_22#prev_2021|25-64|parent|0|education_level|education_level: long_education|11,352 (19.6)|19.5531977194825||11352
no|bd_22#prev_2021|25-64|parent|0|education_level|education_level: medium_education|26,057 (44.9)|44.8817541381745||26057
no|bd_22#prev_2021|25-64|parent|0|education_level|education_level: no_education|2,317 (4.0)|3.99090548943279||2317
no|bd_22#prev_2021|25-64|parent|0|education_level|education_level: short_education|18,331 (31.6)|31.57414265291||18331
no|bd_22#prev_2021|25-64|parent|1|__n|__n|58,057 (100.0)|100||58057
no|bd_22#prev_2021|25-64|parent|1|male|male|18,308 (31.5)|31.5345264136968||18308
no|bd_22#prev_2021|25-64|parent|1|cci_g|cci_g: title||||
no|bd_22#prev_2021|25-64|parent|1|cci_g|cci_g: +3|4,582 (7.9)|7.89224382934013||4582
no|bd_22#prev_2021|25-64|parent|1|cci_g|cci_g: 0|37,471 (64.5)|64.5417434590144||37471
no|bd_22#prev_2021|25-64|parent|1|cci_g|cci_g: 1-2|16,004 (27.6)|27.5660127116454||16004
no|bd_22#prev_2021|25-64|parent|1|age_index|age_index|70.6 (61.9;77.8)|61.8630136986301|77.8465753424657|70.575342466
no|bd_22#prev_2021|25-64|parent|1|education_level|education_level: title||||
no|bd_22#prev_2021|25-64|parent|1|education_level|education_level: long_education|11,240 (19.4)|19.3602838589661||11240
no|bd_22#prev_2021|25-64|parent|1|education_level|education_level: medium_education|26,297 (45.3)|45.2951409821382||26297
no|bd_22#prev_2021|25-64|parent|1|education_level|education_level: no_education|2,482 (4.3)|4.27510894465783||2482
no|bd_22#prev_2021|25-64|parent|1|education_level|education_level: short_education|18,038 (31.1)|31.0694662142377||18038
no|bd_22#prev_2021|25-64|partner|0|__n|__n|177,542 (100.0)|100||177542
no|bd_22#prev_2021|25-64|partner|0|male|male|99,665 (56.1)|56.1360128870915||99665
no|bd_22#prev_2021|25-64|partner|0|cci_g|cci_g: title||||
no|bd_22#prev_2021|25-64|partner|0|cci_g|cci_g: +3|2,666 (1.5)|1.5016165189082||2666
no|bd_22#prev_2021|25-64|partner|0|cci_g|cci_g: 0|154,535 (87.0)|87.0413761250859||154535
no|bd_22#prev_2021|25-64|partner|0|cci_g|cci_g: 1-2|20,341 (11.5)|11.4570073560059||20341
no|bd_22#prev_2021|25-64|partner|0|age_index|age_index|51.6 (42.1;58.7)|42.0657534246575|58.6821917808219|51.589041096
no|bd_22#prev_2021|25-64|partner|0|education_level|education_level: title||||
no|bd_22#prev_2021|25-64|partner|0|education_level|education_level: long_education|58,803 (33.1)|33.1206137139381||58803
no|bd_22#prev_2021|25-64|partner|0|education_level|education_level: medium_education|84,017 (47.3)|47.3223237318493||84017
no|bd_22#prev_2021|25-64|partner|0|education_level|education_level: no_education|8,259 (4.7)|4.65185702537991||8259
no|bd_22#prev_2021|25-64|partner|0|education_level|education_level: short_education|26,463 (14.9)|14.9052055288326||26463
no|bd_22#prev_2021|25-64|partner|1|__n|__n|177,542 (100.0)|100||177542
no|bd_22#prev_2021|25-64|partner|1|male|male|99,708 (56.2)|56.1602325083642||99708
no|bd_22#prev_2021|25-64|partner|1|cci_g|cci_g: title||||
no|bd_22#prev_2021|25-64|partner|1|cci_g|cci_g: +3|3,008 (1.7)|1.69424699507722||3008
no|bd_22#prev_2021|25-64|partner|1|cci_g|cci_g: 0|152,745 (86.0)|86.0331639837334||152745
no|bd_22#prev_2021|25-64|partner|1|cci_g|cci_g: 1-2|21,789 (12.3)|12.2725890211893||21789
no|bd_22#prev_2021|25-64|partner|1|age_index|age_index|51.4 (41.7;58.6)|41.7397260273972|58.5780821917808|51.361643836
no|bd_22#prev_2021|25-64|partner|1|education_level|education_level: title||||
no|bd_22#prev_2021|25-64|partner|1|education_level|education_level: long_education|53,439 (30.1)|30.0993567719187||53439
no|bd_22#prev_2021|25-64|partner|1|education_level|education_level: medium_education|86,434 (48.7)|48.6836917461783||86434
no|bd_22#prev_2021|25-64|partner|1|education_level|education_level: no_education|6,256 (3.5)|3.52367327167656||6256
no|bd_22#prev_2021|25-64|partner|1|education_level|education_level: short_education|31,413 (17.7)|17.6932782102263||31413
no|bd_22#prev_2021|25-64|sibling|0|__n|__n|51,359 (100.0)|100||51359
no|bd_22#prev_2021|25-64|sibling|0|male|male|26,820 (52.2)|52.2206429252906||26820
no|bd_22#prev_2021|25-64|sibling|0|cci_g|cci_g: title||||
no|bd_22#prev_2021|25-64|sibling|0|cci_g|cci_g: +3|1,140 (2.2)|2.21966938608617||1140
no|bd_22#prev_2021|25-64|sibling|0|cci_g|cci_g: 0|43,331 (84.4)|84.368854533772||43331
no|bd_22#prev_2021|25-64|sibling|0|cci_g|cci_g: 1-2|6,888 (13.4)|13.4114760801417||6888
no|bd_22#prev_2021|25-64|sibling|0|age_index|age_index|53.4 (40.1;60.4)|40.0546448087431|60.3879781420765|53.410958904
no|bd_22#prev_2021|25-64|sibling|0|education_level|education_level: title||||
no|bd_22#prev_2021|25-64|sibling|0|education_level|education_level: long_education|14,201 (27.7)|27.6504604840436||14201
no|bd_22#prev_2021|25-64|sibling|0|education_level|education_level: medium_education|23,692 (46.1)|46.1301816624155||23692
no|bd_22#prev_2021|25-64|sibling|0|education_level|education_level: no_education|949 (1.8)|1.8477774099963||949
no|bd_22#prev_2021|25-64|sibling|0|education_level|education_level: short_education|12,517 (24.4)|24.3715804435444||12517
no|bd_22#prev_2021|25-64|sibling|1|__n|__n|51,359 (100.0)|100||51359
no|bd_22#prev_2021|25-64|sibling|1|male|male|27,209 (53.0)|52.9780564263323||27209
no|bd_22#prev_2021|25-64|sibling|1|cci_g|cci_g: title||||
no|bd_22#prev_2021|25-64|sibling|1|cci_g|cci_g: +3|1,057 (2.1)|2.05806187815183||1057
no|bd_22#prev_2021|25-64|sibling|1|cci_g|cci_g: 0|43,537 (84.8)|84.7699526859946||43537
no|bd_22#prev_2021|25-64|sibling|1|cci_g|cci_g: 1-2|6,765 (13.2)|13.1719854358535||6765
no|bd_22#prev_2021|25-64|sibling|1|age_index|age_index|52.2 (38.8;59.4)|38.8328767123287|59.3890410958904|52.226775956
no|bd_22#prev_2021|25-64|sibling|1|education_level|education_level: title||||
no|bd_22#prev_2021|25-64|sibling|1|education_level|education_level: long_education|13,301 (25.9)|25.8980899160809||13301
no|bd_22#prev_2021|25-64|sibling|1|education_level|education_level: medium_education|23,824 (46.4)|46.3871960123834||23824
no|bd_22#prev_2021|25-64|sibling|1|education_level|education_level: no_education|846 (1.6)|1.647228333885||846
no|bd_22#prev_2021|25-64|sibling|1|education_level|education_level: short_education|13,388 (26.1)|26.0674857376506||13388
no|bd_22#prev_2021|65+|child|0|__n|__n|136,427 (100.0)|100||136427
no|bd_22#prev_2021|65+|child|0|male|male|70,218 (51.5)|51.4692839393961||70218
no|bd_22#prev_2021|65+|child|0|cci_g|cci_g: title||||
no|bd_22#prev_2021|65+|child|0|cci_g|cci_g: +3|1,859 (1.4)|1.36263349630205||1859
no|bd_22#prev_2021|65+|child|0|cci_g|cci_g: 0|119,602 (87.7)|87.6673972160936||119602
no|bd_22#prev_2021|65+|child|0|cci_g|cci_g: 1-2|14,966 (11.0)|10.9699692876043||14966
no|bd_22#prev_2021|65+|child|0|age_index|age_index|50.7 (44.2;56.9)|44.2103825136612|56.8907103825136|50.726027397
no|bd_22#prev_2021|65+|child|0|education_level|education_level: title||||
no|bd_22#prev_2021|65+|child|0|education_level|education_level: long_education|48,806 (35.8)|35.7744434752651||48806
no|bd_22#prev_2021|65+|child|0|education_level|education_level: medium_education|65,270 (47.8)|47.8424358814604||65270
no|bd_22#prev_2021|65+|child|0|education_level|education_level: no_education|1,047 (0.8)|0.76744339463595||1047
no|bd_22#prev_2021|65+|child|0|education_level|education_level: short_education|21,304 (15.6)|15.6156772486384||21304
no|bd_22#prev_2021|65+|child|1|__n|__n|136,427 (100.0)|100||136427
no|bd_22#prev_2021|65+|child|1|male|male|70,734 (51.8)|51.8475081911938||70734
no|bd_22#prev_2021|65+|child|1|cci_g|cci_g: title||||
no|bd_22#prev_2021|65+|child|1|cci_g|cci_g: +3|2,003 (1.5)|1.46818445029209||2003
no|bd_22#prev_2021|65+|child|1|cci_g|cci_g: 0|118,658 (87.0)|86.9754520732699||118658
no|bd_22#prev_2021|65+|child|1|cci_g|cci_g: 1-2|15,766 (11.6)|11.5563634764379||15766
no|bd_22#prev_2021|65+|child|1|age_index|age_index|50.7 (44.3;56.8)|44.2677595628415|56.7923497267759|50.660273973
no|bd_22#prev_2021|65+|child|1|education_level|education_level: title||||
no|bd_22#prev_2021|65+|child|1|education_level|education_level: long_education|51,027 (37.4)|37.4024203420144||51027
no|bd_22#prev_2021|65+|child|1|education_level|education_level: medium_education|63,826 (46.8)|46.7839943706157||63826
no|bd_22#prev_2021|65+|child|1|education_level|education_level: no_education|1,036 (0.8)|0.75938047453949||1036
no|bd_22#prev_2021|65+|child|1|education_level|education_level: short_education|20,538 (15.1)|15.0542048128303||20538
no|bd_22#prev_2021|65+|grouped|0|__n|__n|236,600 (100.0)|100||236600
no|bd_22#prev_2021|65+|grouped|0|male|male|122,717 (51.9)|51.8668639053254||122717
no|bd_22#prev_2021|65+|grouped|0|cci_g|cci_g: title||||
no|bd_22#prev_2021|65+|grouped|0|cci_g|cci_g: +3|10,260 (4.3)|4.33643279797126||10260
no|bd_22#prev_2021|65+|grouped|0|cci_g|cci_g: 0|183,189 (77.4)|77.4256128486897||183189
no|bd_22#prev_2021|65+|grouped|0|cci_g|cci_g: 1-2|43,151 (18.2)|18.2379543533389||43151
no|bd_22#prev_2021|65+|grouped|0|age_index|age_index|59.7 (49.0;71.7)|49.0082191780822|71.6657534246575|59.720547945
no|bd_22#prev_2021|65+|grouped|0|education_level|education_level: title||||
no|bd_22#prev_2021|65+|grouped|0|education_level|education_level: long_education|70,025 (29.6)|29.5963651732882||70025
no|bd_22#prev_2021|65+|grouped|0|education_level|education_level: medium_education|113,563 (48.0)|47.9978867286559||113563
no|bd_22#prev_2021|65+|grouped|0|education_level|education_level: no_education|7,488 (3.2)|3.16483516483516||7488
no|bd_22#prev_2021|65+|grouped|0|education_level|education_level: short_education|45,524 (19.2)|19.2409129332206||45524
no|bd_22#prev_2021|65+|grouped|1|__n|__n|236,600 (100.0)|100||236600
no|bd_22#prev_2021|65+|grouped|1|male|male|123,299 (52.1)|52.1128486897717||123299
no|bd_22#prev_2021|65+|grouped|1|cci_g|cci_g: title||||
no|bd_22#prev_2021|65+|grouped|1|cci_g|cci_g: +3|10,674 (4.5)|4.51141166525781||10674
no|bd_22#prev_2021|65+|grouped|1|cci_g|cci_g: 0|181,454 (76.7)|76.6923076923077||181454
no|bd_22#prev_2021|65+|grouped|1|cci_g|cci_g: 1-2|44,472 (18.8)|18.7962806424344||44472
no|bd_22#prev_2021|65+|grouped|1|age_index|age_index|59.5 (48.9;71.4)|48.9371584699453|71.4493150684931|59.504109589
no|bd_22#prev_2021|65+|grouped|1|education_level|education_level: title||||
no|bd_22#prev_2021|65+|grouped|1|education_level|education_level: long_education|73,587 (31.1)|31.1018596787827||73587
no|bd_22#prev_2021|65+|grouped|1|education_level|education_level: medium_education|111,920 (47.3)|47.3034657650042||111920
no|bd_22#prev_2021|65+|grouped|1|education_level|education_level: no_education|8,347 (3.5)|3.52789518174133||8347
no|bd_22#prev_2021|65+|grouped|1|education_level|education_level: short_education|42,746 (18.1)|18.0667793744716||42746
no|bd_22#prev_2021|65+|partner|0|__n|__n|100,173 (100.0)|100||100173
no|bd_22#prev_2021|65+|partner|0|male|male|52,499 (52.4)|52.4083335829015||52499
no|bd_22#prev_2021|65+|partner|0|cci_g|cci_g: title||||
no|bd_22#prev_2021|65+|partner|0|cci_g|cci_g: +3|8,401 (8.4)|8.38649136993002||8401
no|bd_22#prev_2021|65+|partner|0|cci_g|cci_g: 0|63,587 (63.5)|63.4771844708654||63587
no|bd_22#prev_2021|65+|partner|0|cci_g|cci_g: 1-2|28,185 (28.1)|28.1363241592045||28185
no|bd_22#prev_2021|65+|partner|0|age_index|age_index|73.2 (68.4;77.8)|68.379781420765|77.8410958904109|73.22739726
no|bd_22#prev_2021|65+|partner|0|education_level|education_level: title||||
no|bd_22#prev_2021|65+|partner|0|education_level|education_level: long_education|21,219 (21.2)|21.1823545266688||21219
no|bd_22#prev_2021|65+|partner|0|education_level|education_level: medium_education|48,293 (48.2)|48.209597396504||48293
no|bd_22#prev_2021|65+|partner|0|education_level|education_level: no_education|6,441 (6.4)|6.42987631397682||6441
no|bd_22#prev_2021|65+|partner|0|education_level|education_level: short_education|24,220 (24.2)|24.1781717628502||24220
no|bd_22#prev_2021|65+|partner|1|__n|__n|100,173 (100.0)|100||100173
no|bd_22#prev_2021|65+|partner|1|male|male|52,565 (52.5)|52.4742196000918||52565
no|bd_22#prev_2021|65+|partner|1|cci_g|cci_g: title||||
no|bd_22#prev_2021|65+|partner|1|cci_g|cci_g: +3|8,671 (8.7)|8.65602507661745||8671
no|bd_22#prev_2021|65+|partner|1|cci_g|cci_g: 0|62,796 (62.7)|62.68755053757||62796
no|bd_22#prev_2021|65+|partner|1|cci_g|cci_g: 1-2|28,706 (28.7)|28.6564243858125||28706
no|bd_22#prev_2021|65+|partner|1|age_index|age_index|73.1 (68.1;77.7)|68.0655737704918|77.7397260273972|73.065753425
no|bd_22#prev_2021|65+|partner|1|education_level|education_level: title||||
no|bd_22#prev_2021|65+|partner|1|education_level|education_level: long_education|22,560 (22.5)|22.5210386032164||22560
no|bd_22#prev_2021|65+|partner|1|education_level|education_level: medium_education|48,094 (48.0)|48.0109410719455||48094
no|bd_22#prev_2021|65+|partner|1|education_level|education_level: no_education|7,311 (7.3)|7.29837381330298||7311
no|bd_22#prev_2021|65+|partner|1|education_level|education_level: short_education|22,208 (22.2)|22.169646511535||22208
no|bd_23#inc_2016_2021|0-24|father|0|__n|__n|26,418 (100.0)|100||26418
no|bd_23#inc_2016_2021|0-24|father|0|male|male|26,418 (100.0)|100||26418
no|bd_23#inc_2016_2021|0-24|father|0|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|0-24|father|0|cci_g|cci_g: +3|343 (1.3)|1.29835718071012||343
no|bd_23#inc_2016_2021|0-24|father|0|cci_g|cci_g: 0|23,317 (88.3)|88.2617912029676||23317
no|bd_23#inc_2016_2021|0-24|father|0|cci_g|cci_g: 1-2|2,758 (10.4)|10.4398516163222||2758
no|bd_23#inc_2016_2021|0-24|father|0|age_index|age_index|49.5 (45.2;54.0)|45.2222396885994|54.0082191780822|49.542312299
no|bd_23#inc_2016_2021|0-24|father|0|education_level|education_level: title||||
no|bd_23#inc_2016_2021|0-24|father|0|education_level|education_level: long_education|7,392 (28.0)|27.9809220985691||7392
no|bd_23#inc_2016_2021|0-24|father|0|education_level|education_level: medium_education|13,482 (51.0)|51.0333863275039||13482
no|bd_23#inc_2016_2021|0-24|father|0|education_level|education_level: no_education|728 (2.8)|2.75569687334393||728
no|bd_23#inc_2016_2021|0-24|father|0|education_level|education_level: short_education|4,816 (18.2)|18.2299947005829||4816
no|bd_23#inc_2016_2021|0-24|father|1|__n|__n|26,418 (100.0)|100||26418
no|bd_23#inc_2016_2021|0-24|father|1|male|male|26,418 (100.0)|100||26418
no|bd_23#inc_2016_2021|0-24|father|1|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|0-24|father|1|cci_g|cci_g: +3|490 (1.9)|1.85479597244303||490
no|bd_23#inc_2016_2021|0-24|father|1|cci_g|cci_g: 0|22,759 (86.1)|86.1495949731244||22759
no|bd_23#inc_2016_2021|0-24|father|1|cci_g|cci_g: 1-2|3,169 (12.0)|11.9956090544325||3169
no|bd_23#inc_2016_2021|0-24|father|1|age_index|age_index|49.1 (44.6;53.8)|44.5546448087431|53.8109589041096|49.142465753
no|bd_23#inc_2016_2021|0-24|father|1|education_level|education_level: title||||
no|bd_23#inc_2016_2021|0-24|father|1|education_level|education_level: long_education|6,075 (23.0)|22.9956847603906||6075
no|bd_23#inc_2016_2021|0-24|father|1|education_level|education_level: medium_education|13,431 (50.8)|50.8403361344537||13431
no|bd_23#inc_2016_2021|0-24|father|1|education_level|education_level: no_education|722 (2.7)|2.73298508592626||722
no|bd_23#inc_2016_2021|0-24|father|1|education_level|education_level: short_education|6,190 (23.4)|23.4309940192293||6190
no|bd_23#inc_2016_2021|0-24|mother|0|__n|__n|27,174 (100.0)|100||27174
no|bd_23#inc_2016_2021|0-24|mother|0|male|male|0 (0.0)|0||0
no|bd_23#inc_2016_2021|0-24|mother|0|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|0-24|mother|0|cci_g|cci_g: +3|247 (0.9)|0.9089570913373||247
no|bd_23#inc_2016_2021|0-24|mother|0|cci_g|cci_g: 0|24,100 (88.7)|88.6877161993081||24100
no|bd_23#inc_2016_2021|0-24|mother|0|cci_g|cci_g: 1-2|2,827 (10.4)|10.4033267093545||2827
no|bd_23#inc_2016_2021|0-24|mother|0|age_index|age_index|47.3 (43.2;51.5)|43.155393367767|51.4630136986301|47.314391047
no|bd_23#inc_2016_2021|0-24|mother|0|education_level|education_level: title||||
no|bd_23#inc_2016_2021|0-24|mother|0|education_level|education_level: long_education|10,586 (39.0)|38.9563553396629||10586
no|bd_23#inc_2016_2021|0-24|mother|0|education_level|education_level: medium_education|11,933 (43.9)|43.9132994774416||11933
no|bd_23#inc_2016_2021|0-24|mother|0|education_level|education_level: no_education|573 (2.1)|2.10863325237359||573
no|bd_23#inc_2016_2021|0-24|mother|0|education_level|education_level: short_education|4,082 (15.0)|15.0217119305218||4082
no|bd_23#inc_2016_2021|0-24|mother|1|__n|__n|27,174 (100.0)|100||27174
no|bd_23#inc_2016_2021|0-24|mother|1|male|male|0 (0.0)|0||0
no|bd_23#inc_2016_2021|0-24|mother|1|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|0-24|mother|1|cci_g|cci_g: +3|387 (1.4)|1.42415544270258||387
no|bd_23#inc_2016_2021|0-24|mother|1|cci_g|cci_g: 0|23,234 (85.5)|85.5008463972915||23234
no|bd_23#inc_2016_2021|0-24|mother|1|cci_g|cci_g: 1-2|3,553 (13.1)|13.0749981600058||3553
no|bd_23#inc_2016_2021|0-24|mother|1|age_index|age_index|46.7 (42.4;51.1)|42.4301369863013|51.0849315068493|46.726027397
no|bd_23#inc_2016_2021|0-24|mother|1|education_level|education_level: title||||
no|bd_23#inc_2016_2021|0-24|mother|1|education_level|education_level: long_education|8,953 (32.9)|32.9469345698093||8953
no|bd_23#inc_2016_2021|0-24|mother|1|education_level|education_level: medium_education|12,227 (45.0)|44.9952160153087||12227
no|bd_23#inc_2016_2021|0-24|mother|1|education_level|education_level: no_education|534 (2.0)|1.96511371163612||534
no|bd_23#inc_2016_2021|0-24|mother|1|education_level|education_level: short_education|5,460 (20.1)|20.0927357032457||5460
no|bd_23#inc_2016_2021|25-64|child|0|__n|__n|9,003 (100.0)|100||9003
no|bd_23#inc_2016_2021|25-64|child|0|male|male|4,789 (53.2)|53.1933799844496||4789
no|bd_23#inc_2016_2021|25-64|child|0|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|25-64|child|0|cci_g|cci_g: +3|11 (0.1)|0.1221814950572||11
no|bd_23#inc_2016_2021|25-64|child|0|cci_g|cci_g: 0|8,494 (94.3)|94.3463290014439||8494
no|bd_23#inc_2016_2021|25-64|child|0|cci_g|cci_g: 1-2|498 (5.5)|5.53148950349883||498
no|bd_23#inc_2016_2021|25-64|child|0|age_index|age_index|17.0 (9.4;24.8)|9.38532824313197|24.8393367767048|16.980821918
no|bd_23#inc_2016_2021|25-64|child|0|education_level|education_level: title||||
no|bd_23#inc_2016_2021|25-64|child|0|education_level|education_level: long_education|754 (8.4)|8.37498611573919||754
no|bd_23#inc_2016_2021|25-64|child|0|education_level|education_level: medium_education|1,693 (18.8)|18.8048428301677||1693
no|bd_23#inc_2016_2021|25-64|child|0|education_level|education_level: no_education|3,377 (37.5)|37.5097189825613||3377
no|bd_23#inc_2016_2021|25-64|child|0|education_level|education_level: short_education|3,179 (35.3)|35.3104520715317||3179
no|bd_23#inc_2016_2021|25-64|child|1|__n|__n|9,003 (100.0)|100||9003
no|bd_23#inc_2016_2021|25-64|child|1|male|male|4,836 (53.7)|53.7154281906031||4836
no|bd_23#inc_2016_2021|25-64|child|1|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|25-64|child|1|cci_g|cci_g: +3|22 (0.2)|0.2443629901144||22
no|bd_23#inc_2016_2021|25-64|child|1|cci_g|cci_g: 0|8,425 (93.6)|93.579917805176||8425
no|bd_23#inc_2016_2021|25-64|child|1|cci_g|cci_g: 1-2|556 (6.2)|6.17571920470954||556
no|bd_23#inc_2016_2021|25-64|child|1|age_index|age_index|17.7 (10.7;25.1)|10.7074257055168|25.0958904109589|17.663013699
no|bd_23#inc_2016_2021|25-64|child|1|education_level|education_level: title||||
no|bd_23#inc_2016_2021|25-64|child|1|education_level|education_level: long_education|754 (8.4)|8.37498611573919||754
no|bd_23#inc_2016_2021|25-64|child|1|education_level|education_level: medium_education|1,562 (17.3)|17.3497722981228||1562
no|bd_23#inc_2016_2021|25-64|child|1|education_level|education_level: no_education|3,074 (34.1)|34.1441741641675||3074
no|bd_23#inc_2016_2021|25-64|child|1|education_level|education_level: short_education|3,613 (40.1)|40.1310674219704||3613
no|bd_23#inc_2016_2021|25-64|grouped|0|__n|__n|44,726 (100.0)|100||44726
no|bd_23#inc_2016_2021|25-64|grouped|0|male|male|23,589 (52.7)|52.7411349103429||23589
no|bd_23#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: +3|958 (2.1)|2.14193086795152||958
no|bd_23#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: 0|38,413 (85.9)|85.8851674641148||38413
no|bd_23#inc_2016_2021|25-64|grouped|0|cci_g|cci_g: 1-2|5,355 (12.0)|11.9729016679336||5355
no|bd_23#inc_2016_2021|25-64|grouped|0|age_index|age_index|45.0 (30.2;57.3)|30.1881053971105|57.331506849315|44.990017965
no|bd_23#inc_2016_2021|25-64|grouped|0|education_level|education_level: title||||
no|bd_23#inc_2016_2021|25-64|grouped|0|education_level|education_level: long_education|11,718 (26.2)|26.1995260027724||11718
no|bd_23#inc_2016_2021|25-64|grouped|0|education_level|education_level: medium_education|17,819 (39.8)|39.8403613110942||17819
no|bd_23#inc_2016_2021|25-64|grouped|0|education_level|education_level: no_education|4,936 (11.0)|11.0360863927022||4936
no|bd_23#inc_2016_2021|25-64|grouped|0|education_level|education_level: short_education|10,253 (22.9)|22.9240262934311||10253
no|bd_23#inc_2016_2021|25-64|grouped|1|__n|__n|44,726 (100.0)|100||44726
no|bd_23#inc_2016_2021|25-64|grouped|1|male|male|23,650 (52.9)|52.8775209050664||23650
no|bd_23#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: +3|1,098 (2.5)|2.45494790502168||1098
no|bd_23#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: 0|37,818 (84.6)|84.5548450565666||37818
no|bd_23#inc_2016_2021|25-64|grouped|1|cci_g|cci_g: 1-2|5,810 (13.0)|12.9902070384116||5810
no|bd_23#inc_2016_2021|25-64|grouped|1|age_index|age_index|44.5 (30.0;56.9)|30.0164383561643|56.9150684931506|44.465188263
no|bd_23#inc_2016_2021|25-64|grouped|1|education_level|education_level: title||||
no|bd_23#inc_2016_2021|25-64|grouped|1|education_level|education_level: long_education|9,592 (21.4)|21.4461387112641||9592
no|bd_23#inc_2016_2021|25-64|grouped|1|education_level|education_level: medium_education|17,880 (40.0)|39.9767473058176||17880
no|bd_23#inc_2016_2021|25-64|grouped|1|education_level|education_level: no_education|4,495 (10.1)|10.0500827259312||4495
no|bd_23#inc_2016_2021|25-64|grouped|1|education_level|education_level: short_education|12,759 (28.5)|28.5270312569869||12759
no|bd_23#inc_2016_2021|25-64|parent|0|__n|__n|8,489 (100.0)|100||8489
no|bd_23#inc_2016_2021|25-64|parent|0|male|male|2,162 (25.5)|25.4682530333372||2162
no|bd_23#inc_2016_2021|25-64|parent|0|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|25-64|parent|0|cci_g|cci_g: +3|550 (6.5)|6.47897278831429||550
no|bd_23#inc_2016_2021|25-64|parent|0|cci_g|cci_g: 0|5,954 (70.1)|70.1378254211332||5954
no|bd_23#inc_2016_2021|25-64|parent|0|cci_g|cci_g: 1-2|1,985 (23.4)|23.3832017905524||1985
no|bd_23#inc_2016_2021|25-64|parent|0|age_index|age_index|64.6 (57.7;72.8)|57.7397260273972|72.8415824537764|64.61369863
no|bd_23#inc_2016_2021|25-64|parent|0|education_level|education_level: title||||
no|bd_23#inc_2016_2021|25-64|parent|0|education_level|education_level: long_education|1,938 (22.8)|22.8295441159147||1938
no|bd_23#inc_2016_2021|25-64|parent|0|education_level|education_level: medium_education|3,770 (44.4)|44.4104134762634||3770
no|bd_23#inc_2016_2021|25-64|parent|0|education_level|education_level: no_education|406 (4.8)|4.78265991282836||406
no|bd_23#inc_2016_2021|25-64|parent|0|education_level|education_level: short_education|2,375 (28.0)|27.9773824949935||2375
no|bd_23#inc_2016_2021|25-64|parent|1|__n|__n|8,489 (100.0)|100||8489
no|bd_23#inc_2016_2021|25-64|parent|1|male|male|2,193 (25.8)|25.8334314995877||2193
no|bd_23#inc_2016_2021|25-64|parent|1|cci_g|cci_g: title||||
no|bd_23#inc_2016_2021|25-64|parent|1|cci_g|cci_g: +3|591 (7.0)|6.96195075980681||591
no|bd_23#inc_2016_2021|25-64|parent|1|cci_g|cci_g: 0|5,705 (67.2)|67.2046177406054||5705
no|bd_23#inc_2016_2021|25-64|parent|1|cci_g|cci_g: 1-2|2,193 (25.8)|25.8334314995877||2193
no|bd_23#inc_2016_2021|25-64|parent|1|age_index|age_index|63.8 (57.2;72.2)|57.2069166853806|72.1777528258103|63.816939891
no|bd_23#inc_2016_2021|25-64|parent|1|education_level|education_level: title||||
no|bd_23#inc_2016_2021|25-64|parent|1|education_level|education_level: long_education|1,735 (20.4)|20.4382141595005||1735
no|bd_23#inc_2016_2021|25-64|parent|1|education_level|education_level: medium_education|3,822 (45.0)|45.0229709035222||3822
no|bd_23#inc_2016_2021|25-64|parent|1|education_level|education_level: no_education|319 (3.8)|3.75780421722228||319
no|bd_23#inc_2016_2021|25-64|parent|1|education_level|education_level: short_education|2,613 (30.8)|30.7810107197549||2613
no|bd_23#inc_2016_2021|25-64|partner|0|__n|__n|23,392 (100.0)|100||23392
no|bd_23#inc_2016_2021|25-64|partner|0|male|male|14,633 (62.6)|62.5555745554035||14633
