additional_relative_req|var_pop|agegroup|closest_relative_group|n_agegroup|closest_relative_group_n|has_control_closest_rel_prop
yes|bd_22#prev_2021|0-24|mother|55115|36566|0.96
yes|bd_22#prev_2021|0-24|no_relative|55115|7644|
yes|bd_22#prev_2021|25-64|child|402783|94352|0.95
yes|bd_22#prev_2021|25-64|no_relative|402783|16541|
yes|bd_22#prev_2021|25-64|parent|402783|58212|0.85
yes|bd_22#prev_2021|25-64|partner|402783|177542|0.95
yes|bd_22#prev_2021|25-64|pooled|402783|386242|0.88
yes|bd_22#prev_2021|25-64|sibling|402783|56136|0.6
yes|bd_22#prev_2021|65+|child|285693|133360|0.95
yes|bd_22#prev_2021|65+|no_relative|285693|44168|
yes|bd_22#prev_2021|65+|partner|285693|100189|0.95
yes|bd_22#prev_2021|65+|pooled|285693|241525|0.94
yes|bd_22#prev_2021|65+|sibling|285693|7976|0.46
yes|bd_23#inc_2016_2021|0-24|father|34694|26418|0.96
yes|bd_23#inc_2016_2021|0-24|mother|34694|27174|0.96
yes|bd_23#inc_2016_2021|0-24|no_relative|34694|3198|
yes|bd_23#inc_2016_2021|25-64|child|48869|9051|0.93
yes|bd_23#inc_2016_2021|25-64|no_relative|48869|2498|
yes|bd_23#inc_2016_2021|25-64|parent|48869|8481|0.91
yes|bd_23#inc_2016_2021|25-64|partner|48869|23392|0.95
yes|bd_23#inc_2016_2021|25-64|pooled|48869|46371|0.88
yes|bd_23#inc_2016_2021|25-64|sibling|48869|5447|0.45
yes|bd_23#inc_2016_2021|65+|child|6100|2538|0.93
yes|bd_23#inc_2016_2021|65+|no_relative|6100|801|
yes|bd_23#inc_2016_2021|65+|partner|6100|2628|0.95
yes|bd_23#inc_2016_2021|65+|pooled|6100|5299|0.93
yes|bd_23#inc_2016_2021|65+|sibling|6100|133|0.31
yes|bd_23#prev_2021|0-24|father|41901|31811|0.96
yes|bd_23#prev_2021|0-24|mother|41901|31871|0.96
yes|bd_23#prev_2021|0-24|no_relative|41901|3768|
yes|bd_23#prev_2021|25-64|child|168671|35057|0.93
yes|bd_23#prev_2021|25-64|no_relative|168671|5765|
yes|bd_23#prev_2021|25-64|parent|168671|33582|0.9
yes|bd_23#prev_2021|25-64|partner|168671|70863|0.94
yes|bd_23#prev_2021|25-64|pooled|168671|162906|0.86
yes|bd_23#prev_2021|25-64|sibling|168671|23404|0.45
yes|bd_23#prev_2021|65+|child|25445|11025|0.93
yes|bd_23#prev_2021|65+|no_relative|25445|3349|
yes|bd_23#prev_2021|65+|partner|25445|9692|0.95
yes|bd_23#prev_2021|65+|pooled|25445|22096|0.91
yes|bd_23#prev_2021|65+|sibling|25445|1379|0.55
yes|bd_24#inc_2016_2021|0-24|father|696|467|0.96
yes|bd_24#inc_2016_2021|0-24|mother|696|500|0.95
yes|bd_24#inc_2016_2021|0-24|no_relative|696|169|
yes|bd_24#inc_2016_2021|25-64|child|23203|4456|0.9
yes|bd_24#inc_2016_2021|25-64|no_relative|23203|854|
yes|bd_24#inc_2016_2021|25-64|parent|23203|2029|0.86
yes|bd_24#inc_2016_2021|25-64|partner|23203|12868|0.95
yes|bd_24#inc_2016_2021|25-64|pooled|23203|22349|0.89
yes|bd_24#inc_2016_2021|25-64|sibling|23203|2996|0.6
yes|bd_24#inc_2016_2021|65+|child|58980|26460|0.95
yes|bd_24#inc_2016_2021|65+|no_relative|58980|7322|
yes|bd_24#inc_2016_2021|65+|partner|58980|24393|0.95
yes|bd_24#inc_2016_2021|65+|pooled|58980|51658|0.94
yes|bd_24#inc_2016_2021|65+|sibling|58980|805|0.33
yes|bd_24#prev_2021|0-24|father|1084|937|0.96
yes|bd_24#prev_2021|0-24|mother|1084|966|0.97
yes|bd_24#prev_2021|0-24|no_relative|1084|48|
yes|bd_24#prev_2021|25-64|child|36931|6899|0.91
yes|bd_24#prev_2021|25-64|no_relative|36931|975|
yes|bd_24#prev_2021|25-64|parent|36931|3575|0.85
yes|bd_24#prev_2021|25-64|partner|36931|20708|0.95
yes|bd_24#prev_2021|25-64|pooled|36931|35956|0.89
yes|bd_24#prev_2021|25-64|sibling|36931|4774|0.61
yes|bd_24#prev_2021|65+|child|89392|37213|0.95
yes|bd_24#prev_2021|65+|no_relative|89392|9082|
yes|bd_24#prev_2021|65+|partner|89392|41302|0.96
yes|bd_24#prev_2021|65+|pooled|89392|80310|0.94
yes|bd_24#prev_2021|65+|sibling|89392|1795|0.44
yes|bd_25#inc_2016_2021|0-24|father|28031|21823|0.96
yes|bd_25#inc_2016_2021|0-24|mother|28031|23152|0.96
yes|bd_25#inc_2016_2021|0-24|no_relative|28031|2612|
yes|bd_25#inc_2016_2021|25-64|child|24110|3506|0.93
yes|bd_25#inc_2016_2021|25-64|no_relative|24110|1110|
yes|bd_25#inc_2016_2021|25-64|parent|24110|4223|0.91
yes|bd_25#inc_2016_2021|25-64|partner|24110|12072|0.95
yes|bd_25#inc_2016_2021|25-64|pooled|24110|23000|0.88
yes|bd_25#inc_2016_2021|25-64|sibling|24110|3199|0.47
yes|bd_25#inc_2016_2021|65+|child|22986|10463|0.94
yes|bd_25#inc_2016_2021|65+|no_relative|22986|3302|
yes|bd_25#inc_2016_2021|65+|partner|22986|8847|0.95
yes|bd_25#inc_2016_2021|65+|pooled|22986|19684|0.94
yes|bd_25#inc_2016_2021|65+|sibling|22986|374|0.29
yes|bd_25#prev_2021|0-24|father|63208|52188|0.97
yes|bd_25#prev_2021|0-24|mother|63208|54908|0.97
yes|bd_25#prev_2021|0-24|no_relative|63208|2926|
yes|bd_25#prev_2021|25-64|child|115506|14849|0.93
yes|bd_25#prev_2021|25-64|no_relative|115506|2119|
yes|bd_25#prev_2021|25-64|parent|115506|23373|0.92
yes|bd_25#prev_2021|25-64|partner|115506|59505|0.96
yes|bd_25#prev_2021|25-64|pooled|115506|113387|0.88
yes|bd_25#prev_2021|25-64|sibling|115506|15660|0.46
yes|bd_25#prev_2021|65+|child|40446|16209|0.94
yes|bd_25#prev_2021|65+|no_relative|40446|4931|
yes|bd_25#prev_2021|65+|partner|40446|18081|0.95
yes|bd_25#prev_2021|65+|pooled|40446|35515|0.93
yes|bd_25#prev_2021|65+|sibling|40446|1225|0.48
