additional_relative_req|var_pop|agegroup|closest_relative_group|n_agegroup|closest_relative_group_n|has_control_closest_rel_prop
yes|bd_09#inc_2016_2021|25-64|pooled|9611|9042|0.79
yes|bd_09#inc_2016_2021|25-64|sibling|9611|2222|0.37
yes|bd_09#inc_2016_2021|65+|child|1099|521|0.92
yes|bd_09#inc_2016_2021|65+|no_relative|1099|182|
yes|bd_09#inc_2016_2021|65+|partner|1099|396|0.95
yes|bd_09#inc_2016_2021|65+|pooled|1099|917|0.93
yes|bd_09#prev_2021|0-24|father|6767|5187|0.95
yes|bd_09#prev_2021|0-24|mother|6767|5991|0.95
yes|bd_09#prev_2021|0-24|no_relative|6767|387|
yes|bd_09#prev_2021|25-64|child|43103|6623|0.91
yes|bd_09#prev_2021|25-64|no_relative|43103|1604|
yes|bd_09#prev_2021|25-64|parent|43103|14222|0.9
yes|bd_09#prev_2021|25-64|partner|43103|10220|0.94
yes|bd_09#prev_2021|25-64|pooled|43103|41499|0.78
yes|bd_09#prev_2021|25-64|sibling|43103|10434|0.39
yes|bd_09#prev_2021|65+|child|4034|2012|0.93
yes|bd_09#prev_2021|65+|no_relative|4034|872|
yes|bd_09#prev_2021|65+|partner|4034|1150|0.94
yes|bd_09#prev_2021|65+|pooled|4034|3162|0.93
yes|bd_10#inc_2016_2021|0-24|father|5098|4481|0.97
yes|bd_10#inc_2016_2021|0-24|mother|5098|4686|0.97
yes|bd_10#inc_2016_2021|0-24|no_relative|5098|205|
yes|bd_10#inc_2016_2021|25-64|child|1372|135|0.97
yes|bd_10#inc_2016_2021|25-64|no_relative|1372|60|
yes|bd_10#inc_2016_2021|25-64|parent|1372|441|0.94
yes|bd_10#inc_2016_2021|25-64|partner|1372|513|0.96
yes|bd_10#inc_2016_2021|25-64|pooled|1372|1312|0.84
yes|bd_10#inc_2016_2021|25-64|sibling|1372|223|0.29
yes|bd_10#inc_2016_2021|65+|child|25||
yes|bd_10#inc_2016_2021|65+|no_relative|25||
yes|bd_10#inc_2016_2021|65+|partner|25||
yes|bd_10#inc_2016_2021|65+|pooled|25||
yes|bd_10#prev_2021|0-24|father|5748|5073|0.97
yes|bd_10#prev_2021|0-24|mother|5748|5324|0.97
yes|bd_10#prev_2021|0-24|no_relative|5748|202|
yes|bd_10#prev_2021|25-64|child|11904|1206|0.96
yes|bd_10#prev_2021|25-64|no_relative|11904|126|
yes|bd_10#prev_2021|25-64|parent|11904|3059|0.92
yes|bd_10#prev_2021|25-64|partner|11904|5929|0.96
yes|bd_10#prev_2021|25-64|pooled|11904|11778|0.86
yes|bd_10#prev_2021|25-64|sibling|11904|1584|0.29
yes|bd_10#prev_2021|65+|child|128|60|0.95
yes|bd_10#prev_2021|65+|no_relative|128|31|
yes|bd_10#prev_2021|65+|partner|128|37|0.97
yes|bd_10#prev_2021|65+|pooled|128|97|0.95
yes|bd_11#inc_2016_2021|0-24|father|6420|4919|0.96
yes|bd_11#inc_2016_2021|0-24|mother|6420|5113|0.96
yes|bd_11#inc_2016_2021|0-24|no_relative|6420|843|
yes|bd_11#inc_2016_2021|25-64|child|7007|1069|0.91
yes|bd_11#inc_2016_2021|25-64|no_relative|7007|423|
yes|bd_11#inc_2016_2021|25-64|parent|7007|1042|0.88
yes|bd_11#inc_2016_2021|25-64|partner|7007|3407|0.96
yes|bd_11#inc_2016_2021|25-64|pooled|7007|6584|0.87
yes|bd_11#inc_2016_2021|25-64|sibling|7007|1066|0.53
yes|bd_11#inc_2016_2021|65+|child|8357|3147|0.94
yes|bd_11#inc_2016_2021|65+|no_relative|8357|1097|
yes|bd_11#inc_2016_2021|65+|partner|8357|4113|0.96
yes|bd_11#inc_2016_2021|65+|pooled|8357|7260|0.95
yes|bd_11#prev_2021|0-24|father|16102|13765|0.96
yes|bd_11#prev_2021|0-24|mother|16102|14300|0.96
yes|bd_11#prev_2021|0-24|no_relative|16102|679|
yes|bd_11#prev_2021|25-64|child|34324|3901|0.93
yes|bd_11#prev_2021|25-64|no_relative|34324|958|
yes|bd_11#prev_2021|25-64|parent|34324|7923|0.9
yes|bd_11#prev_2021|25-64|partner|34324|15519|0.96
yes|bd_11#prev_2021|25-64|pooled|34324|33366|0.85
yes|bd_11#prev_2021|25-64|sibling|34324|6023|0.47
yes|bd_11#prev_2021|65+|child|17254|6104|0.95
yes|bd_11#prev_2021|65+|no_relative|17254|2623|
yes|bd_11#prev_2021|65+|partner|17254|8527|0.96
yes|bd_11#prev_2021|65+|pooled|17254|14631|0.95
yes|bd_12#inc_2016_2021|0-24|father|30324|24075|0.96
yes|bd_12#inc_2016_2021|0-24|mother|30324|19926|0.96
yes|bd_12#inc_2016_2021|0-24|no_relative|30324|2852|
yes|bd_12#inc_2016_2021|25-64|child|72494|11011|0.96
yes|bd_12#inc_2016_2021|25-64|no_relative|72494|2413|
yes|bd_12#inc_2016_2021|25-64|parent|72494|10366|0.91
yes|bd_12#inc_2016_2021|25-64|partner|72494|42432|0.96
yes|bd_12#inc_2016_2021|25-64|pooled|72494|70081|0.91
yes|bd_12#inc_2016_2021|25-64|sibling|72494|6272|0.5
yes|bd_12#inc_2016_2021|65+|child|7395|2678|0.94
yes|bd_12#inc_2016_2021|65+|no_relative|7395|745|
yes|bd_12#inc_2016_2021|65+|partner|7395|3972|0.96
yes|bd_12#inc_2016_2021|65+|pooled|7395|6650|0.95
yes|bd_12#prev_2021|0-24|father|34797|27689|0.97
yes|bd_12#prev_2021|0-24|mother|34797|22382|0.97
yes|bd_12#prev_2021|0-24|no_relative|34797|3059|
yes|bd_12#prev_2021|25-64|child|302175|51068|0.95
yes|bd_12#prev_2021|25-64|no_relative|302175|5355|
yes|bd_12#prev_2021|25-64|parent|302175|38605|0.89
yes|bd_12#prev_2021|25-64|partner|302175|181066|0.96
yes|bd_12#prev_2021|25-64|pooled|302175|296820|0.91
yes|bd_12#prev_2021|25-64|sibling|302175|26081|0.54
yes|bd_12#prev_2021|65+|child|94824|32589|0.95
yes|bd_12#prev_2021|65+|no_relative|94824|10477|
yes|bd_12#prev_2021|65+|partner|94824|51758|0.96
yes|bd_12#prev_2021|65+|pooled|94824|84347|0.95
yes|bd_13#inc_2016_2021|0-24|father|1817|1147|0.97
yes|bd_13#inc_2016_2021|0-24|mother|1817|1241|0.96
yes|bd_13#inc_2016_2021|0-24|no_relative|1817|512|
yes|bd_13#inc_2016_2021|25-64|child|3353|458|0.94
yes|bd_13#inc_2016_2021|25-64|no_relative|3353|118|
yes|bd_13#inc_2016_2021|25-64|parent|3353|454|0.91
yes|bd_13#inc_2016_2021|25-64|partner|3353|1961|0.96
yes|bd_13#inc_2016_2021|25-64|pooled|3353|3235|0.89
yes|bd_13#inc_2016_2021|25-64|sibling|3353|362|0.49
yes|bd_13#inc_2016_2021|65+|child|2092|861|0.94
yes|bd_13#inc_2016_2021|65+|no_relative|2092|237|
yes|bd_13#inc_2016_2021|65+|partner|2092|994|0.95
yes|bd_13#inc_2016_2021|65+|pooled|2092|1855|0.95
yes|bd_13#prev_2021|0-24|father|4871|4194|0.97
yes|bd_13#prev_2021|0-24|mother|4871|4420|0.97
yes|bd_13#prev_2021|0-24|no_relative|4871|172|
yes|bd_13#prev_2021|25-64|child|9295|1204|0.94
yes|bd_13#prev_2021|25-64|no_relative|9295|148|
yes|bd_13#prev_2021|25-64|parent|9295|1400|0.92
yes|bd_13#prev_2021|25-64|partner|9295|5604|0.96
yes|bd_13#prev_2021|25-64|pooled|9295|9147|0.9
yes|bd_13#prev_2021|25-64|sibling|9295|939|0.43
yes|bd_13#prev_2021|65+|child|3825|1290|0.94
yes|bd_13#prev_2021|65+|no_relative|3825|380|
yes|bd_13#prev_2021|65+|partner|3825|2155|0.96
yes|bd_13#prev_2021|65+|pooled|3825|3445|0.95
yes|bd_14#inc_2016_2021|0-24|father|5074|4174|0.94
yes|bd_14#inc_2016_2021|0-24|mother|5074|4411|0.94
yes|bd_14#inc_2016_2021|0-24|no_relative|5074|357|
yes|bd_14#inc_2016_2021|25-64|child|2140|97|0.89
yes|bd_14#inc_2016_2021|25-64|no_relative|2140|152|
yes|bd_14#inc_2016_2021|25-64|parent|2140|886|0.89
yes|bd_14#inc_2016_2021|25-64|partner|2140|320|0.92
yes|bd_14#inc_2016_2021|25-64|pooled|2140|1988|0.73
yes|bd_14#inc_2016_2021|25-64|sibling|2140|685|0.41
yes|bd_14#inc_2016_2021|65+|child|378|35|0.94
yes|bd_14#inc_2016_2021|65+|no_relative|378|311|
yes|bd_14#inc_2016_2021|65+|partner|378|32|0.87
yes|bd_14#inc_2016_2021|65+|pooled|378|67|0.91
yes|bd_14#prev_2021|0-24|father|13152|11137|0.95
yes|bd_14#prev_2021|0-24|mother|13152|11984|0.95
yes|bd_14#prev_2021|0-24|no_relative|13152|444|
yes|bd_14#prev_2021|25-64|child|15195|547|0.93
yes|bd_14#prev_2021|25-64|no_relative|15195|757|
yes|bd_14#prev_2021|25-64|parent|15195|6622|0.91
yes|bd_14#prev_2021|25-64|partner|15195|2100|0.93
yes|bd_14#prev_2021|25-64|pooled|15195|14438|0.73
yes|bd_14#prev_2021|25-64|sibling|15195|5169|0.4
yes|bd_14#prev_2021|65+|child|1866|194|0.91
yes|bd_14#prev_2021|65+|no_relative|1866|1575|
yes|bd_14#prev_2021|65+|partner|1866|97|0.93
yes|bd_14#prev_2021|65+|pooled|1866|291|0.92
yes|bd_15#inc_2016_2021|0-24|father|471|393|0.94
yes|bd_15#inc_2016_2021|0-24|mother|471|405|0.94
yes|bd_15#inc_2016_2021|0-24|no_relative|471|37|
yes|bd_15#inc_2016_2021|25-64|child|3500|354|0.96
yes|bd_15#inc_2016_2021|25-64|no_relative|3500|106|
yes|bd_15#inc_2016_2021|25-64|parent|3500|509|0.91
yes|bd_15#inc_2016_2021|25-64|partner|3500|2223|0.96
yes|bd_15#inc_2016_2021|25-64|pooled|3500|3394|0.9
yes|bd_15#inc_2016_2021|25-64|sibling|3500|308|0.38
yes|bd_15#inc_2016_2021|65+|child|367|114|0.92
yes|bd_15#inc_2016_2021|65+|no_relative|367|36|
yes|bd_15#inc_2016_2021|65+|partner|367|217|0.96
yes|bd_15#inc_2016_2021|65+|pooled|367|331|0.95
yes|bd_15#prev_2021|0-24|father|267|227|0.94
yes|bd_15#prev_2021|0-24|mother|267|238|0.94
yes|bd_15#prev_2021|0-24|no_relative|267|14|
yes|bd_15#prev_2021|25-64|child|12259|1595|0.95
yes|bd_15#prev_2021|25-64|no_relative|12259|224|
yes|bd_15#prev_2021|25-64|parent|12259|1669|0.88
yes|bd_15#prev_2021|25-64|partner|12259|7559|0.96
yes|bd_15#prev_2021|25-64|pooled|12259|12035|0.9
yes|bd_15#prev_2021|25-64|sibling|12259|1212|0.49
yes|bd_15#prev_2021|65+|child|3784|1213|0.94
yes|bd_15#prev_2021|65+|no_relative|3784|404|
yes|bd_15#prev_2021|65+|partner|3784|2167|0.97
yes|bd_15#prev_2021|65+|pooled|3784|3380|0.96
yes|bd_16#inc_2016_2021|0-24|father|518|384|0.94
yes|bd_16#inc_2016_2021|0-24|mother|518|406|0.94
yes|bd_16#inc_2016_2021|0-24|no_relative|518|58|
yes|bd_16#inc_2016_2021|25-64|child|1544|190|0.93
yes|bd_16#inc_2016_2021|25-64|no_relative|1544|47|
yes|bd_16#inc_2016_2021|25-64|parent|1544|203|0.94
yes|bd_16#inc_2016_2021|25-64|partner|1544|942|0.97
yes|bd_16#inc_2016_2021|25-64|pooled|1544|1497|0.91
yes|bd_16#inc_2016_2021|25-64|sibling|1544|162|0.56
yes|bd_16#inc_2016_2021|65+|child|1106|355|0.97
yes|bd_16#inc_2016_2021|65+|no_relative|1106|110|
yes|bd_16#inc_2016_2021|65+|partner|1106|641|0.97
yes|bd_16#inc_2016_2021|65+|pooled|1106|996|0.97
yes|bd_16#prev_2021|0-24|father|1183|970|0.96
yes|bd_16#prev_2021|0-24|mother|1183|985|0.96
yes|bd_16#prev_2021|0-24|no_relative|1183|47|
yes|bd_16#prev_2021|25-64|child|4378|517|0.94
yes|bd_16#prev_2021|25-64|no_relative|4378|125|
yes|bd_16#prev_2021|25-64|parent|4378|779|0.89
yes|bd_16#prev_2021|25-64|partner|4378|2414|0.97
yes|bd_16#prev_2021|25-64|pooled|4378|4253|0.89
yes|bd_16#prev_2021|25-64|sibling|4378|543|0.48
yes|bd_16#prev_2021|65+|child|2637|854|0.95
yes|bd_16#prev_2021|65+|no_relative|2637|259|
yes|bd_16#prev_2021|65+|partner|2637|1524|0.97
yes|bd_16#prev_2021|65+|pooled|2637|2378|0.96
yes|bd_17#inc_2016_2021|0-24|father|152|109|0.97
yes|bd_17#inc_2016_2021|0-24|mother|152|114|0.98
yes|bd_17#inc_2016_2021|0-24|no_relative|152|23|
yes|bd_17#inc_2016_2021|25-64|child|978|155|0.93
yes|bd_17#inc_2016_2021|25-64|no_relative|978|46|
yes|bd_17#inc_2016_2021|25-64|parent|978|88|0.89
yes|bd_17#inc_2016_2021|25-64|partner|978|568|0.96
yes|bd_17#inc_2016_2021|25-64|pooled|978|932|0.91
yes|bd_17#inc_2016_2021|25-64|sibling|978|121|0.65
yes|bd_17#inc_2016_2021|65+|child|1490|535|0.94
yes|bd_17#inc_2016_2021|65+|no_relative|1490|143|
yes|bd_17#inc_2016_2021|65+|partner|1490|812|0.96
yes|bd_17#inc_2016_2021|65+|pooled|1490|1347|0.95
yes|bd_17#prev_2021|0-24|father|368|314|0.94
yes|bd_17#prev_2021|0-24|mother|368|324|0.95
yes|bd_17#prev_2021|0-24|no_relative|368|8|
yes|bd_17#prev_2021|25-64|child|1711|280|0.94
yes|bd_17#prev_2021|25-64|no_relative|1711|67|
yes|bd_17#prev_2021|25-64|parent|1711|315|0.9
yes|bd_17#prev_2021|25-64|partner|1711|799|0.97
yes|bd_17#prev_2021|25-64|pooled|1711|1644|0.89
yes|bd_17#prev_2021|25-64|sibling|1711|250|0.57
yes|bd_17#prev_2021|65+|child|1802|619|0.94
yes|bd_17#prev_2021|65+|no_relative|1802|211|
yes|bd_17#prev_2021|65+|partner|1802|972|0.96
yes|bd_17#prev_2021|65+|pooled|1802|1591|0.95
yes|bd_18#inc_2016_2021|0-24|father|113||
yes|bd_18#inc_2016_2021|0-24|mother|113||
yes|bd_18#inc_2016_2021|0-24|no_relative|113||
yes|bd_18#inc_2016_2021|25-64|child|3071|363|0.93
yes|bd_18#inc_2016_2021|25-64|no_relative|3071|80|
yes|bd_18#inc_2016_2021|25-64|parent|3071|300|0.85
yes|bd_18#inc_2016_2021|25-64|partner|3071|2044|0.96
yes|bd_18#inc_2016_2021|25-64|pooled|3071|2991|0.91
yes|bd_18#inc_2016_2021|25-64|sibling|3071|284|0.56
yes|bd_18#inc_2016_2021|65+|child|10502|3027|0.95
yes|bd_18#inc_2016_2021|65+|no_relative|10502|863|
yes|bd_18#inc_2016_2021|65+|partner|10502|6612|0.96
yes|bd_18#inc_2016_2021|65+|pooled|10502|9639|0.96
yes|bd_18#prev_2021|0-24|father|201|174|0.94
yes|bd_18#prev_2021|0-24|mother|201|180|0.94
yes|bd_18#prev_2021|0-24|no_relative|201|8|
yes|bd_18#prev_2021|25-64|child|5356|798|0.9
yes|bd_18#prev_2021|25-64|no_relative|5356|96|
yes|bd_18#prev_2021|25-64|parent|5356|580|0.85
yes|bd_18#prev_2021|25-64|partner|5356|3314|0.96
yes|bd_18#prev_2021|25-64|pooled|5356|5260|0.89
yes|bd_18#prev_2021|25-64|sibling|5356|568|0.54
yes|bd_18#prev_2021|65+|child|16472|6018|0.95
yes|bd_18#prev_2021|65+|no_relative|16472|1504|
yes|bd_18#prev_2021|65+|partner|16472|8950|0.96
yes|bd_18#prev_2021|65+|pooled|16472|14968|0.96
yes|bd_19#inc_2016_2021|0-24|father|8094|6631|0.96
yes|bd_19#inc_2016_2021|0-24|mother|8094|7010|0.96
yes|bd_19#inc_2016_2021|0-24|no_relative|8094|399|
yes|bd_19#inc_2016_2021|25-64|child|9712|1438|0.94
yes|bd_19#inc_2016_2021|25-64|no_relative|9712|246|
yes|bd_19#inc_2016_2021|25-64|parent|9712|2956|0.92
yes|bd_19#inc_2016_2021|25-64|partner|9712|3369|0.95
yes|bd_19#inc_2016_2021|25-64|pooled|9712|9466|0.83
yes|bd_19#inc_2016_2021|25-64|sibling|9712|1703|0.33
yes|bd_19#inc_2016_2021|65+|child|282|137|0.94
yes|bd_19#inc_2016_2021|65+|no_relative|282|59|
yes|bd_19#inc_2016_2021|65+|partner|282|86|0.95
yes|bd_19#inc_2016_2021|65+|pooled|282|223|0.95
yes|bd_19#prev_2021|0-24|father|6574|5350|0.96
yes|bd_19#prev_2021|0-24|mother|6574|5583|0.96
yes|bd_19#prev_2021|0-24|no_relative|6574|338|
yes|bd_19#prev_2021|25-64|child|58363|9511|0.94
yes|bd_19#prev_2021|25-64|no_relative|58363|1196|
yes|bd_19#prev_2021|25-64|parent|58363|16181|0.9
yes|bd_19#prev_2021|25-64|partner|58363|20971|0.94
yes|bd_19#prev_2021|25-64|pooled|58363|57167|0.83
yes|bd_19#prev_2021|25-64|sibling|58363|10504|0.38
yes|bd_19#prev_2021|65+|child|4456|2066|0.93
yes|bd_19#prev_2021|65+|no_relative|4456|1081|
yes|bd_19#prev_2021|65+|partner|4456|1309|0.95
yes|bd_19#prev_2021|65+|pooled|4456|3375|0.94
yes|bd_20#inc_2016_2021|0-24|father|514|408|0.97
yes|bd_20#inc_2016_2021|0-24|mother|514|422|0.97
yes|bd_20#inc_2016_2021|0-24|no_relative|514|42|
yes|bd_20#inc_2016_2021|25-64|child|9549|1455|0.91
yes|bd_20#inc_2016_2021|25-64|no_relative|9549|278|
yes|bd_20#inc_2016_2021|25-64|parent|9549|1031|0.86
yes|bd_20#inc_2016_2021|25-64|partner|9549|5674|0.95
yes|bd_20#inc_2016_2021|25-64|pooled|9549|9271|0.89
yes|bd_20#inc_2016_2021|25-64|sibling|9549|1111|0.59
yes|bd_20#inc_2016_2021|65+|child|13721|4506|0.93
yes|bd_20#inc_2016_2021|65+|no_relative|13721|1303|
yes|bd_20#inc_2016_2021|65+|partner|13721|7912|0.96
yes|bd_20#inc_2016_2021|65+|pooled|13721|12418|0.95
yes|bd_20#prev_2021|0-24|father|746|609|0.96
yes|bd_20#prev_2021|0-24|mother|746|612|0.96
yes|bd_20#prev_2021|0-24|no_relative|746|38|
yes|bd_20#prev_2021|25-64|child|16232|2557|0.92
yes|bd_20#prev_2021|25-64|no_relative|16232|397|
yes|bd_20#prev_2021|25-64|parent|16232|1879|0.88
yes|bd_20#prev_2021|25-64|partner|16232|9346|0.95
yes|bd_20#prev_2021|25-64|pooled|16232|15835|0.89
yes|bd_20#prev_2021|25-64|sibling|16232|2053|0.6
yes|bd_20#prev_2021|65+|child|26094|9504|0.94
yes|bd_20#prev_2021|65+|no_relative|26094|2743|
yes|bd_20#prev_2021|65+|partner|26094|13847|0.96
yes|bd_20#prev_2021|65+|pooled|26094|23351|0.95
yes|bd_21#inc_2016_2021|0-24|father|9758|7945|0.95
yes|bd_21#inc_2016_2021|0-24|mother|9758|8627|0.95
yes|bd_21#inc_2016_2021|0-24|no_relative|9758|579|
yes|bd_21#inc_2016_2021|25-64|child|9792|1333|0.92
yes|bd_21#inc_2016_2021|25-64|no_relative|9792|787|
yes|bd_21#inc_2016_2021|25-64|parent|9792|3053|0.91
yes|bd_21#inc_2016_2021|25-64|partner|9792|2467|0.92
yes|bd_21#inc_2016_2021|25-64|pooled|9792|9005|0.79
yes|bd_21#inc_2016_2021|25-64|sibling|9792|2152|0.4
yes|bd_21#inc_2016_2021|65+|child|2162|1008|0.92
yes|bd_21#inc_2016_2021|65+|no_relative|2162|641|
yes|bd_21#inc_2016_2021|65+|partner|2162|513|0.94
yes|bd_21#inc_2016_2021|65+|pooled|2162|1521|0.93
yes|bd_21#prev_2021|0-24|father|8528|6963|0.95
yes|bd_21#prev_2021|0-24|mother|8528|7571|0.95
yes|bd_21#prev_2021|0-24|no_relative|8528|410|
yes|bd_21#prev_2021|25-64|child|47279|5774|0.92
yes|bd_21#prev_2021|25-64|no_relative|47279|2865|
yes|bd_21#prev_2021|25-64|parent|47279|15801|0.89
yes|bd_21#prev_2021|25-64|partner|47279|11174|0.93
yes|bd_21#prev_2021|25-64|pooled|47279|44414|0.78
yes|bd_21#prev_2021|25-64|sibling|47279|11665|0.43
yes|bd_21#prev_2021|65+|child|9090|3657|0.93
yes|bd_21#prev_2021|65+|no_relative|9090|3647|
yes|bd_21#prev_2021|65+|partner|9090|1786|0.94
yes|bd_21#prev_2021|65+|pooled|9090|5443|0.93
yes|bd_22#inc_2016_2021|0-24|father|54475|37378|0.96
yes|bd_22#inc_2016_2021|0-24|mother|54475|37852|0.96
yes|bd_22#inc_2016_2021|0-24|no_relative|54475|7097|
yes|bd_22#inc_2016_2021|25-64|child|160148|31290|0.95
yes|bd_22#inc_2016_2021|25-64|no_relative|160148|7256|
yes|bd_22#inc_2016_2021|25-64|parent|160148|23344|0.88
yes|bd_22#inc_2016_2021|25-64|partner|160148|78000|0.95
yes|bd_22#inc_2016_2021|25-64|pooled|160148|152892|0.89
yes|bd_22#inc_2016_2021|25-64|sibling|160148|20258|0.6
yes|bd_22#inc_2016_2021|65+|child|87813|40618|0.95
yes|bd_22#inc_2016_2021|65+|no_relative|87813|13510|
yes|bd_22#inc_2016_2021|65+|partner|87813|33685|0.95
yes|bd_22#inc_2016_2021|65+|pooled|87813|74303|0.95
yes|bd_22#prev_2021|0-24|father|55115|36998|0.96
yes|bd_22#prev_2021|0-24|mother|55115|36566|0.96
yes|bd_22#prev_2021|0-24|no_relative|55115|7644|
yes|bd_22#prev_2021|25-64|child|402783|94378|0.95
yes|bd_22#prev_2021|25-64|no_relative|402783|16541|
yes|bd_22#prev_2021|25-64|parent|402783|58145|0.86
yes|bd_22#prev_2021|25-64|partner|402783|177542|0.95
yes|bd_22#prev_2021|25-64|pooled|402783|386242|0.88
yes|bd_22#prev_2021|25-64|sibling|402783|56177|0.6
yes|bd_22#prev_2021|65+|child|285693|136428|0.95
yes|bd_22#prev_2021|65+|no_relative|285693|49076|
yes|bd_22#prev_2021|65+|partner|285693|100189|0.95
yes|bd_22#prev_2021|65+|pooled|285693|236617|0.95
yes|bd_23#inc_2016_2021|0-24|father|34694|26418|0.96
yes|bd_23#inc_2016_2021|0-24|mother|34694|27174|0.96
yes|bd_23#inc_2016_2021|0-24|no_relative|34694|3198|
yes|bd_23#inc_2016_2021|25-64|child|48869|8980|0.93
yes|bd_23#inc_2016_2021|25-64|no_relative|48869|2498|
yes|bd_23#inc_2016_2021|25-64|parent|48869|8515|0.91
yes|bd_23#inc_2016_2021|25-64|partner|48869|23392|0.95
yes|bd_23#inc_2016_2021|25-64|pooled|48869|46371|0.88
yes|bd_23#inc_2016_2021|25-64|sibling|48869|5484|0.44
yes|bd_23#inc_2016_2021|65+|child|6100|2599|0.94
yes|bd_23#inc_2016_2021|65+|no_relative|6100|873|
yes|bd_23#inc_2016_2021|65+|partner|6100|2628|0.95
yes|bd_23#inc_2016_2021|65+|pooled|6100|5227|0.94
yes|bd_23#prev_2021|0-24|father|41901|31811|0.96
yes|bd_23#prev_2021|0-24|mother|41901|31871|0.96
yes|bd_23#prev_2021|0-24|no_relative|41901|3768|
yes|bd_23#prev_2021|25-64|child|168671|34926|0.93
yes|bd_23#prev_2021|25-64|no_relative|168671|5765|
yes|bd_23#prev_2021|25-64|parent|168671|33619|0.9
yes|bd_23#prev_2021|25-64|partner|168671|70863|0.94
yes|bd_23#prev_2021|25-64|pooled|168671|162906|0.86
yes|bd_23#prev_2021|25-64|sibling|168671|23498|0.46
yes|bd_23#prev_2021|65+|child|25445|11591|0.92
yes|bd_23#prev_2021|65+|no_relative|25445|4162|
yes|bd_23#prev_2021|65+|partner|25445|9692|0.95
yes|bd_23#prev_2021|65+|pooled|25445|21283|0.93
yes|bd_24#inc_2016_2021|0-24|father|696|467|0.96
yes|bd_24#inc_2016_2021|0-24|mother|696|500|0.95
yes|bd_24#inc_2016_2021|0-24|no_relative|696|169|
yes|bd_24#inc_2016_2021|25-64|child|23203|4452|0.91
yes|bd_24#inc_2016_2021|25-64|no_relative|23203|854|
yes|bd_24#inc_2016_2021|25-64|parent|23203|2055|0.85
yes|bd_24#inc_2016_2021|25-64|partner|23203|12868|0.96
yes|bd_24#inc_2016_2021|25-64|pooled|23203|22349|0.89
yes|bd_24#inc_2016_2021|25-64|sibling|23203|2974|0.62
yes|bd_24#inc_2016_2021|65+|child|58980|26794|0.95
yes|bd_24#inc_2016_2021|65+|no_relative|58980|7793|
yes|bd_24#inc_2016_2021|65+|partner|58980|24393|0.95
yes|bd_24#inc_2016_2021|65+|pooled|58980|51187|0.95
yes|bd_24#prev_2021|0-24|father|1084|937|0.97
yes|bd_24#prev_2021|0-24|mother|1084|966|0.97
yes|bd_24#prev_2021|0-24|no_relative|1084|48|
yes|bd_24#prev_2021|25-64|child|36931|6907|0.92
yes|bd_24#prev_2021|25-64|no_relative|36931|975|
yes|bd_24#prev_2021|25-64|parent|36931|3610|0.85
yes|bd_24#prev_2021|25-64|partner|36931|20708|0.95
yes|bd_24#prev_2021|25-64|pooled|36931|35956|0.89
yes|bd_24#prev_2021|25-64|sibling|36931|4731|0.63
yes|bd_24#prev_2021|65+|child|89392|37920|0.95
yes|bd_24#prev_2021|65+|no_relative|89392|10170|
yes|bd_24#prev_2021|65+|partner|89392|41302|0.96
yes|bd_24#prev_2021|65+|pooled|89392|79222|0.95
yes|bd_25#inc_2016_2021|0-24|father|28031|21823|0.96
yes|bd_25#inc_2016_2021|0-24|mother|28031|23152|0.97
yes|bd_25#inc_2016_2021|0-24|no_relative|28031|2612|
yes|bd_25#inc_2016_2021|25-64|child|24110|3476|0.93
yes|bd_25#inc_2016_2021|25-64|no_relative|24110|1110|
yes|bd_25#inc_2016_2021|25-64|parent|24110|4214|0.91
yes|bd_25#inc_2016_2021|25-64|partner|24110|12072|0.96
yes|bd_25#inc_2016_2021|25-64|pooled|24110|23000|0.88
yes|bd_25#inc_2016_2021|25-64|sibling|24110|3238|0.48
yes|bd_25#inc_2016_2021|65+|child|22986|10609|0.94
yes|bd_25#inc_2016_2021|65+|no_relative|22986|3530|
yes|bd_25#inc_2016_2021|65+|partner|22986|8847|0.95
yes|bd_25#inc_2016_2021|65+|pooled|22986|19456|0.95
yes|bd_25#prev_2021|0-24|father|63208|52188|0.97
yes|bd_25#prev_2021|0-24|mother|63208|54908|0.97
yes|bd_25#prev_2021|0-24|no_relative|63208|2926|
yes|bd_25#prev_2021|25-64|child|115506|14792|0.93
yes|bd_25#prev_2021|25-64|no_relative|115506|2119|
yes|bd_25#prev_2021|25-64|parent|115506|23386|0.92
yes|bd_25#prev_2021|25-64|partner|115506|59505|0.96
yes|bd_25#prev_2021|25-64|pooled|115506|113387|0.88
yes|bd_25#prev_2021|25-64|sibling|115506|15704|0.46
yes|bd_25#prev_2021|65+|child|40446|16616|0.94
yes|bd_25#prev_2021|65+|no_relative|40446|5749|
yes|bd_25#prev_2021|65+|partner|40446|18081|0.96
yes|bd_25#prev_2021|65+|pooled|40446|34697|0.95
