__label|__var|same_education_req|var_pop|agegroup|closest_relative_type|case_relative|__stat_char|__stat_num2|__stat_num3|__stat_num1
education_level: medium_education|education_level|no|bd_09#prev_2021|25-64|partner|1|4,630 (45.3)|45.3033268101761||4630
education_level: no_education|education_level|no|bd_09#prev_2021|25-64|partner|1|316 (3.1)|3.09197651663405||316
education_level: short_education|education_level|no|bd_09#prev_2021|25-64|partner|1|3,176 (31.1)|31.0763209393346||3176
__n|__n|no|bd_10#inc_2016_2021|25-64|partner|0|513 (100.0)|100||513
male|male|no|bd_10#inc_2016_2021|25-64|partner|0|491 (95.7)|95.7115009746588||491
cci_g: title|cci_g|no|bd_10#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_10#inc_2016_2021|25-64|partner|0|*|M|M|M
cci_g: 0|cci_g|no|bd_10#inc_2016_2021|25-64|partner|0|478 (93.2)|93.17738791423||478
cci_g: 1-2|cci_g|no|bd_10#inc_2016_2021|25-64|partner|0|*|M|M|M
age_index|age_index|no|bd_10#inc_2016_2021|25-64|partner|0|35.4 (30.6;42.6)|30.6011527808967|42.5550340594355|35.39524665
education_level: title|education_level|no|bd_10#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|0|172 (33.5)|33.5282651072124||172
education_level: medium_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|0|238 (46.4)|46.3937621832358||238
education_level: no_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|0|30 (5.8)|5.84795321637426||30
education_level: short_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|0|73 (14.2)|14.2300194931773||73
__n|__n|no|bd_10#inc_2016_2021|25-64|partner|1|513 (100.0)|100||513
male|male|no|bd_10#inc_2016_2021|25-64|partner|1|490 (95.5)|95.5165692007797||490
cci_g: title|cci_g|no|bd_10#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_10#inc_2016_2021|25-64|partner|1|6 (1.2)|1.16959064327485||6
cci_g: 0|cci_g|no|bd_10#inc_2016_2021|25-64|partner|1|476 (92.8)|92.7875243664717||476
cci_g: 1-2|cci_g|no|bd_10#inc_2016_2021|25-64|partner|1|31 (6.0)|6.04288499025341||31
age_index|age_index|no|bd_10#inc_2016_2021|25-64|partner|1|35.1 (29.7;42.2)|29.7424657534246|42.2277415974249|35.13887267
education_level: title|education_level|no|bd_10#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|1|169 (32.9)|32.943469785575||169
education_level: medium_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|1|237 (46.2)|46.1988304093567||237
education_level: no_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|1|15 (2.9)|2.92397660818713||15
education_level: short_education|education_level|no|bd_10#inc_2016_2021|25-64|partner|1|92 (17.9)|17.933723196881||92
__n|__n|no|bd_10#prev_2021|25-64|partner|0|5,929 (100.0)|100||5929
male|male|no|bd_10#prev_2021|25-64|partner|0|5,753 (97.0)|97.0315398886827||5753
cci_g: title|cci_g|no|bd_10#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_10#prev_2021|25-64|partner|0|42 (0.7)|0.70838252656434||42
cci_g: 0|cci_g|no|bd_10#prev_2021|25-64|partner|0|5,540 (93.4)|93.4390285039635||5540
cci_g: 1-2|cci_g|no|bd_10#prev_2021|25-64|partner|0|347 (5.9)|5.85258896947208||347
age_index|age_index|no|bd_10#prev_2021|25-64|partner|0|36.3 (31.3;43.4)|31.2657534246575|43.358904109589|36.346994536
education_level: title|education_level|no|bd_10#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_10#prev_2021|25-64|partner|0|2,004 (33.8)|33.7999662674987||2004
education_level: medium_education|education_level|no|bd_10#prev_2021|25-64|partner|0|2,580 (43.5)|43.5149266318097||2580
education_level: no_education|education_level|no|bd_10#prev_2021|25-64|partner|0|372 (6.3)|6.27424523528419||372
education_level: short_education|education_level|no|bd_10#prev_2021|25-64|partner|0|973 (16.4)|16.4108618654073||973
__n|__n|no|bd_10#prev_2021|25-64|partner|1|5,929 (100.0)|100||5929
male|male|no|bd_10#prev_2021|25-64|partner|1|5,746 (96.9)|96.9134761342553||5746
cci_g: title|cci_g|no|bd_10#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_10#prev_2021|25-64|partner|1|47 (0.8)|0.79271377972676||47
cci_g: 0|cci_g|no|bd_10#prev_2021|25-64|partner|1|5,523 (93.2)|93.1523022432113||5523
cci_g: 1-2|cci_g|no|bd_10#prev_2021|25-64|partner|1|359 (6.1)|6.0549839770619||359
age_index|age_index|no|bd_10#prev_2021|25-64|partner|1|36.0 (31.0;42.8)|30.9534246575342|42.7643835616438|35.98630137
education_level: title|education_level|no|bd_10#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_10#prev_2021|25-64|partner|1|2,475 (41.7)|41.7439703153988||2475
education_level: medium_education|education_level|no|bd_10#prev_2021|25-64|partner|1|2,499 (42.1)|42.1487603305785||2499
education_level: no_education|education_level|no|bd_10#prev_2021|25-64|partner|1|117 (2.0)|1.97335132400067||117
education_level: short_education|education_level|no|bd_10#prev_2021|25-64|partner|1|838 (14.1)|14.1339180300219||838
__n|__n|no|bd_11#inc_2016_2021|25-64|partner|0|3,407 (100.0)|100||3407
male|male|no|bd_11#inc_2016_2021|25-64|partner|0|1,627 (47.8)|47.754622835339||1627
cci_g: title|cci_g|no|bd_11#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_11#inc_2016_2021|25-64|partner|0|62 (1.8)|1.8197828001174||62
cci_g: 0|cci_g|no|bd_11#inc_2016_2021|25-64|partner|0|2,886 (84.7)|84.7079542119166||2886
cci_g: 1-2|cci_g|no|bd_11#inc_2016_2021|25-64|partner|0|459 (13.5)|13.4722629879659||459
age_index|age_index|no|bd_11#inc_2016_2021|25-64|partner|0|52.1 (41.9;59.2)|41.8739726027397|59.1917808219178|52.082191781
education_level: title|education_level|no|bd_11#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|0|1,080 (31.7)|31.6994423246257||1080
education_level: medium_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|0|1,610 (47.3)|47.255650132081||1610
education_level: no_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|0|165 (4.8)|4.84297035515116||165
education_level: short_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|0|552 (16.2)|16.201937188142||552
__n|__n|no|bd_11#inc_2016_2021|25-64|partner|1|3,407 (100.0)|100||3407
male|male|no|bd_11#inc_2016_2021|25-64|partner|1|1,628 (47.8)|47.7839741708247||1628
cci_g: title|cci_g|no|bd_11#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_11#inc_2016_2021|25-64|partner|1|91 (2.7)|2.67097152920457||91
cci_g: 0|cci_g|no|bd_11#inc_2016_2021|25-64|partner|1|2,839 (83.3)|83.3284414440857||2839
cci_g: 1-2|cci_g|no|bd_11#inc_2016_2021|25-64|partner|1|477 (14.0)|14.0005870267097||477
age_index|age_index|no|bd_11#inc_2016_2021|25-64|partner|1|52.5 (42.4;59.3)|42.4219178082191|59.296459315817|52.469982783
education_level: title|education_level|no|bd_11#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|1|870 (25.5)|25.5356618726152||870
education_level: medium_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|1|1,638 (48.1)|48.0774875256824||1638
education_level: no_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|1|169 (5.0)|4.96037569709421||169
education_level: short_education|education_level|no|bd_11#inc_2016_2021|25-64|partner|1|730 (21.4)|21.4264749046081||730
__n|__n|no|bd_11#prev_2021|25-64|partner|0|15,519 (100.0)|100||15519
male|male|no|bd_11#prev_2021|25-64|partner|0|8,610 (55.5)|55.4803788903924||8610
cci_g: title|cci_g|no|bd_11#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_11#prev_2021|25-64|partner|0|232 (1.5)|1.49494168438688||232
cci_g: 0|cci_g|no|bd_11#prev_2021|25-64|partner|0|13,606 (87.7)|87.673174817965||13606
cci_g: 1-2|cci_g|no|bd_11#prev_2021|25-64|partner|0|1,681 (10.8)|10.831883497648||1681
age_index|age_index|no|bd_11#prev_2021|25-64|partner|0|47.3 (36.2;56.4)|36.2158469945355|56.4262295081967|47.282191781
education_level: title|education_level|no|bd_11#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_11#prev_2021|25-64|partner|0|5,265 (33.9)|33.9261550357626||5265
education_level: medium_education|education_level|no|bd_11#prev_2021|25-64|partner|0|7,117 (45.9)|45.8599136542303||7117
education_level: no_education|education_level|no|bd_11#prev_2021|25-64|partner|0|761 (4.9)|4.90366647335524||761
education_level: short_education|education_level|no|bd_11#prev_2021|25-64|partner|0|2,376 (15.3)|15.3102648366518||2376
__n|__n|no|bd_11#prev_2021|25-64|partner|1|15,519 (100.0)|100||15519
male|male|no|bd_11#prev_2021|25-64|partner|1|8,620 (55.5)|55.5448160319608||8620
cci_g: title|cci_g|no|bd_11#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_11#prev_2021|25-64|partner|1|340 (2.2)|2.1908628133256||340
cci_g: 0|cci_g|no|bd_11#prev_2021|25-64|partner|1|13,171 (84.9)|84.8701591597396||13171
cci_g: 1-2|cci_g|no|bd_11#prev_2021|25-64|partner|1|2,008 (12.9)|12.9389780269347||2008
age_index|age_index|no|bd_11#prev_2021|25-64|partner|1|47.6 (36.0;56.8)|36|56.8087431693989|47.550684932
education_level: title|education_level|no|bd_11#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_11#prev_2021|25-64|partner|1|4,470 (28.8)|28.8034022810748||4470
education_level: medium_education|education_level|no|bd_11#prev_2021|25-64|partner|1|7,148 (46.1)|46.0596687930923||7148
education_level: no_education|education_level|no|bd_11#prev_2021|25-64|partner|1|493 (3.2)|3.17675107932212||493
education_level: short_education|education_level|no|bd_11#prev_2021|25-64|partner|1|3,408 (22.0)|21.9601778465107||3408
__n|__n|no|bd_12#inc_2016_2021|25-64|partner|0|42,432 (100.0)|100||42432
male|male|no|bd_12#inc_2016_2021|25-64|partner|0|31,975 (75.4)|75.3558634992458||31975
cci_g: title|cci_g|no|bd_12#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_12#inc_2016_2021|25-64|partner|0|543 (1.3)|1.27969457013574||543
cci_g: 0|cci_g|no|bd_12#inc_2016_2021|25-64|partner|0|38,249 (90.1)|90.1418740573152||38249
cci_g: 1-2|cci_g|no|bd_12#inc_2016_2021|25-64|partner|0|3,640 (8.6)|8.57843137254902||3640
age_index|age_index|no|bd_12#inc_2016_2021|25-64|partner|0|44.1 (35.1;52.7)|35.145205479452|52.719657159967|44.146373232
education_level: title|education_level|no|bd_12#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|0|13,737 (32.4)|32.3741515837104||13737
education_level: medium_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|0|19,727 (46.5)|46.4908559577677||19727
education_level: no_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|0|2,152 (5.1)|5.07164404223227||2152
education_level: short_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|0|6,816 (16.1)|16.0633484162895||6816
__n|__n|no|bd_12#inc_2016_2021|25-64|partner|1|42,432 (100.0)|100||42432
male|male|no|bd_12#inc_2016_2021|25-64|partner|1|32,043 (75.5)|75.5161199095022||32043
cci_g: title|cci_g|no|bd_12#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_12#inc_2016_2021|25-64|partner|1|567 (1.3)|1.33625565610859||567
cci_g: 0|cci_g|no|bd_12#inc_2016_2021|25-64|partner|1|37,853 (89.2)|89.2086161387632||37853
cci_g: 1-2|cci_g|no|bd_12#inc_2016_2021|25-64|partner|1|4,012 (9.5)|9.4551282051282||4012
age_index|age_index|no|bd_12#inc_2016_2021|25-64|partner|1|44.1 (35.2;52.6)|35.2260273972602|52.5801818998428|44.060273973
education_level: title|education_level|no|bd_12#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|1|12,853 (30.3)|30.290818250377||12853
education_level: medium_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|1|19,637 (46.3)|46.2787518853695||19637
education_level: no_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|1|2,072 (4.9)|4.88310708898944||2072
education_level: short_education|education_level|no|bd_12#inc_2016_2021|25-64|partner|1|7,870 (18.5)|18.5473227752639||7870
__n|__n|no|bd_12#prev_2021|25-64|partner|0|181,066 (100.0)|100||181066
male|male|no|bd_12#prev_2021|25-64|partner|0|143,152 (79.1)|79.0606740083726||143152
cci_g: title|cci_g|no|bd_12#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_12#prev_2021|25-64|partner|0|3,311 (1.8)|1.82861498017297||3311
cci_g: 0|cci_g|no|bd_12#prev_2021|25-64|partner|0|156,954 (86.7)|86.6833088487071||156954
cci_g: 1-2|cci_g|no|bd_12#prev_2021|25-64|partner|0|20,801 (11.5)|11.4880761711199||20801
age_index|age_index|no|bd_12#prev_2021|25-64|partner|0|50.4 (40.2;58.4)|40.1666666666666|58.4383561643835|50.353424658
education_level: title|education_level|no|bd_12#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_12#prev_2021|25-64|partner|0|56,711 (31.3)|31.3206234190847||56711
education_level: medium_education|education_level|no|bd_12#prev_2021|25-64|partner|0|86,739 (47.9)|47.9046314603514||86739
education_level: no_education|education_level|no|bd_12#prev_2021|25-64|partner|0|9,137 (5.0)|5.04622623794638||9137
education_level: short_education|education_level|no|bd_12#prev_2021|25-64|partner|0|28,479 (15.7)|15.7285188826173||28479
__n|__n|no|bd_12#prev_2021|25-64|partner|1|181,066 (100.0)|100||181066
male|male|no|bd_12#prev_2021|25-64|partner|1|143,306 (79.1)|79.1457258679155||143306
cci_g: title|cci_g|no|bd_12#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_12#prev_2021|25-64|partner|1|3,541 (2.0)|1.95564048468514||3541
cci_g: 0|cci_g|no|bd_12#prev_2021|25-64|partner|1|155,356 (85.8)|85.8007577347486||155356
cci_g: 1-2|cci_g|no|bd_12#prev_2021|25-64|partner|1|22,169 (12.2)|12.2436017805662||22169
age_index|age_index|no|bd_12#prev_2021|25-64|partner|1|50.2 (40.2;58.3)|40.1584699453552|58.3013698630137|50.238356164
education_level: title|education_level|no|bd_12#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_12#prev_2021|25-64|partner|1|53,053 (29.3)|29.300365612539||53053
education_level: medium_education|education_level|no|bd_12#prev_2021|25-64|partner|1|90,853 (50.2)|50.1767311367125||90853
education_level: no_education|education_level|no|bd_12#prev_2021|25-64|partner|1|5,898 (3.3)|3.25737576353373||5898
education_level: short_education|education_level|no|bd_12#prev_2021|25-64|partner|1|31,262 (17.3)|17.2655274872146||31262
__n|__n|no|bd_13#inc_2016_2021|25-64|partner|0|1,961 (100.0)|100||1961
male|male|no|bd_13#inc_2016_2021|25-64|partner|0|953 (48.6)|48.5976542580316||953
cci_g: title|cci_g|no|bd_13#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_13#inc_2016_2021|25-64|partner|0|34 (1.7)|1.73380928097909||34
cci_g: 0|cci_g|no|bd_13#inc_2016_2021|25-64|partner|0|1,715 (87.5)|87.4553799082101||1715
cci_g: 1-2|cci_g|no|bd_13#inc_2016_2021|25-64|partner|0|212 (10.8)|10.8108108108108||212
age_index|age_index|no|bd_13#inc_2016_2021|25-64|partner|0|45.3 (33.9;55.6)|33.8794520547945|55.5541357886069|45.332203009
education_level: title|education_level|no|bd_13#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|0|665 (33.9)|33.9112697603263||665
education_level: medium_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|0|878 (44.8)|44.7730749617542||878
education_level: no_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|0|91 (4.6)|4.64048954614992||91
education_level: short_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|0|327 (16.7)|16.6751657317695||327
__n|__n|no|bd_13#inc_2016_2021|25-64|partner|1|1,961 (100.0)|100||1961
male|male|no|bd_13#inc_2016_2021|25-64|partner|1|954 (48.6)|48.6486486486486||954
cci_g: title|cci_g|no|bd_13#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_13#inc_2016_2021|25-64|partner|1|30 (1.5)|1.52983171851096||30
cci_g: 0|cci_g|no|bd_13#inc_2016_2021|25-64|partner|1|1,714 (87.4)|87.404385517593||1714
cci_g: 1-2|cci_g|no|bd_13#inc_2016_2021|25-64|partner|1|217 (11.1)|11.0657827638959||217
age_index|age_index|no|bd_13#inc_2016_2021|25-64|partner|1|45.1 (33.9;55.6)|33.9013698630137|55.6229508196721|45.090410959
education_level: title|education_level|no|bd_13#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|1|680 (34.7)|34.6761856195818||680
education_level: medium_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|1|881 (44.9)|44.9260581336053||881
education_level: no_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|1|78 (4.0)|3.9775624681285||78
education_level: short_education|education_level|no|bd_13#inc_2016_2021|25-64|partner|1|322 (16.4)|16.4201937786843||322
__n|__n|no|bd_13#prev_2021|25-64|partner|0|5,604 (100.0)|100||5604
male|male|no|bd_13#prev_2021|25-64|partner|0|2,778 (49.6)|49.5717344753747||2778
cci_g: title|cci_g|no|bd_13#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_13#prev_2021|25-64|partner|0|85 (1.5)|1.51677373304782||85
cci_g: 0|cci_g|no|bd_13#prev_2021|25-64|partner|0|4,907 (87.6)|87.5624553890078||4907
cci_g: 1-2|cci_g|no|bd_13#prev_2021|25-64|partner|0|612 (10.9)|10.9207708779443||612
age_index|age_index|no|bd_13#prev_2021|25-64|partner|0|45.3 (35.3;55.0)|35.2986301369863|54.972602739726|45.3
education_level: title|education_level|no|bd_13#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_13#prev_2021|25-64|partner|0|1,939 (34.6)|34.6002855103497||1939
education_level: medium_education|education_level|no|bd_13#prev_2021|25-64|partner|0|2,485 (44.3)|44.3433261955745||2485
education_level: no_education|education_level|no|bd_13#prev_2021|25-64|partner|0|284 (5.1)|5.06780870806566||284
education_level: short_education|education_level|no|bd_13#prev_2021|25-64|partner|0|896 (16.0)|15.9885795860099||896
__n|__n|no|bd_13#prev_2021|25-64|partner|1|5,604 (100.0)|100||5604
male|male|no|bd_13#prev_2021|25-64|partner|1|2,806 (50.1)|50.0713775874375||2806
cci_g: title|cci_g|no|bd_13#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_13#prev_2021|25-64|partner|1|100 (1.8)|1.78443968593861||100
cci_g: 0|cci_g|no|bd_13#prev_2021|25-64|partner|1|4,879 (87.1)|87.062812276945||4879
cci_g: 1-2|cci_g|no|bd_13#prev_2021|25-64|partner|1|625 (11.2)|11.1527480371163||625
age_index|age_index|no|bd_13#prev_2021|25-64|partner|1|45.6 (35.7;55.0)|35.6547945205479|55.0150684931507|45.597260274
education_level: title|education_level|no|bd_13#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_13#prev_2021|25-64|partner|1|2,070 (36.9)|36.9379014989293||2070
education_level: medium_education|education_level|no|bd_13#prev_2021|25-64|partner|1|2,507 (44.7)|44.735902926481||2507
education_level: no_education|education_level|no|bd_13#prev_2021|25-64|partner|1|152 (2.7)|2.71234832262669||152
education_level: short_education|education_level|no|bd_13#prev_2021|25-64|partner|1|875 (15.6)|15.6138472519628||875
__n|__n|no|bd_14#inc_2016_2021|25-64|partner|0|320 (100.0)|100||320
male|male|no|bd_14#inc_2016_2021|25-64|partner|0|221 (69.1)|69.0625||221
cci_g: title|cci_g|no|bd_14#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_14#inc_2016_2021|25-64|partner|0|*|M|M|M
cci_g: 0|cci_g|no|bd_14#inc_2016_2021|25-64|partner|0|292 (91.3)|91.25||292
cci_g: 1-2|cci_g|no|bd_14#inc_2016_2021|25-64|partner|0|*|M|M|M
age_index|age_index|no|bd_14#inc_2016_2021|25-64|partner|0|39.6 (32.1;47.8)|32.1066509469271|47.8142076502732|39.594838686
education_level: title|education_level|no|bd_14#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|0|102 (31.9)|31.875||102
education_level: medium_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|0|144 (45.0)|45||144
education_level: no_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|0|19 (5.9)|5.9375||19
education_level: short_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|0|55 (17.2)|17.1875||55
__n|__n|no|bd_14#inc_2016_2021|25-64|partner|1|320 (100.0)|100||320
male|male|no|bd_14#inc_2016_2021|25-64|partner|1|223 (69.7)|69.6875||223
cci_g: title|cci_g|no|bd_14#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_14#inc_2016_2021|25-64|partner|1|8 (2.5)|2.5||8
cci_g: 0|cci_g|no|bd_14#inc_2016_2021|25-64|partner|1|277 (86.6)|86.5625||277
cci_g: 1-2|cci_g|no|bd_14#inc_2016_2021|25-64|partner|1|35 (10.9)|10.9375||35
age_index|age_index|no|bd_14#inc_2016_2021|25-64|partner|1|39.7 (32.4;47.6)|32.3995695785612|47.6438356164383|39.671966465
education_level: title|education_level|no|bd_14#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|1|36 (11.3)|11.25||36
education_level: medium_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|1|109 (34.1)|34.0625||109
education_level: no_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|1|10 (3.1)|3.125||10
education_level: short_education|education_level|no|bd_14#inc_2016_2021|25-64|partner|1|165 (51.6)|51.5625||165
__n|__n|no|bd_14#prev_2021|25-64|partner|0|2,100 (100.0)|100||2100
male|male|no|bd_14#prev_2021|25-64|partner|0|1,360 (64.8)|64.7619047619047||1360
cci_g: title|cci_g|no|bd_14#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_14#prev_2021|25-64|partner|0|19 (0.9)|0.9047619047619||19
cci_g: 0|cci_g|no|bd_14#prev_2021|25-64|partner|0|1,927 (91.8)|91.7619047619047||1927
cci_g: 1-2|cci_g|no|bd_14#prev_2021|25-64|partner|0|154 (7.3)|7.33333333333333||154
age_index|age_index|no|bd_14#prev_2021|25-64|partner|0|35.0 (29.2;47.0)|29.1575342465753|46.9561643835616|35.02739726
education_level: title|education_level|no|bd_14#prev_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_14#prev_2021|25-64|partner|0|741 (35.3)|35.2857142857142||741
education_level: medium_education|education_level|no|bd_14#prev_2021|25-64|partner|0|910 (43.3)|43.3333333333333||910
education_level: no_education|education_level|no|bd_14#prev_2021|25-64|partner|0|103 (4.9)|4.9047619047619||103
education_level: short_education|education_level|no|bd_14#prev_2021|25-64|partner|0|346 (16.5)|16.4761904761904||346
__n|__n|no|bd_14#prev_2021|25-64|partner|1|2,100 (100.0)|100||2100
male|male|no|bd_14#prev_2021|25-64|partner|1|1,364 (65.0)|64.9523809523809||1364
cci_g: title|cci_g|no|bd_14#prev_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_14#prev_2021|25-64|partner|1|39 (1.9)|1.85714285714285||39
cci_g: 0|cci_g|no|bd_14#prev_2021|25-64|partner|1|1,828 (87.0)|87.047619047619||1828
cci_g: 1-2|cci_g|no|bd_14#prev_2021|25-64|partner|1|233 (11.1)|11.095238095238||233
age_index|age_index|no|bd_14#prev_2021|25-64|partner|1|35.9 (28.9;47.1)|28.8729508196721|47.1301369863013|35.853424658
education_level: title|education_level|no|bd_14#prev_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_14#prev_2021|25-64|partner|1|219 (10.4)|10.4285714285714||219
education_level: medium_education|education_level|no|bd_14#prev_2021|25-64|partner|1|763 (36.3)|36.3333333333333||763
education_level: no_education|education_level|no|bd_14#prev_2021|25-64|partner|1|66 (3.1)|3.14285714285714||66
education_level: short_education|education_level|no|bd_14#prev_2021|25-64|partner|1|1,052 (50.1)|50.0952380952381||1052
__n|__n|no|bd_15#inc_2016_2021|25-64|partner|0|2,223 (100.0)|100||2223
male|male|no|bd_15#inc_2016_2021|25-64|partner|0|1,498 (67.4)|67.3864147548358||1498
cci_g: title|cci_g|no|bd_15#inc_2016_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_15#inc_2016_2021|25-64|partner|0|27 (1.2)|1.21457489878542||27
cci_g: 0|cci_g|no|bd_15#inc_2016_2021|25-64|partner|0|1,970 (88.6)|88.6189833558254||1970
cci_g: 1-2|cci_g|no|bd_15#inc_2016_2021|25-64|partner|0|226 (10.2)|10.1664417453891||226
age_index|age_index|no|bd_15#inc_2016_2021|25-64|partner|0|44.5 (35.2;53.1)|35.2246575342465|53.1437532749457|44.539726027
education_level: title|education_level|no|bd_15#inc_2016_2021|25-64|partner|0||||
education_level: long_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|0|725 (32.6)|32.6135852451642||725
education_level: medium_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|0|1,039 (46.7)|46.7386414754835||1039
education_level: no_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|0|99 (4.5)|4.45344129554655||99
education_level: short_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|0|360 (16.2)|16.1943319838056||360
__n|__n|no|bd_15#inc_2016_2021|25-64|partner|1|2,223 (100.0)|100||2223
male|male|no|bd_15#inc_2016_2021|25-64|partner|1|1,497 (67.3)|67.3414304993252||1497
cci_g: title|cci_g|no|bd_15#inc_2016_2021|25-64|partner|1||||
cci_g: +3|cci_g|no|bd_15#inc_2016_2021|25-64|partner|1|30 (1.3)|1.34952766531713||30
cci_g: 0|cci_g|no|bd_15#inc_2016_2021|25-64|partner|1|1,967 (88.5)|88.4840305892937||1967
cci_g: 1-2|cci_g|no|bd_15#inc_2016_2021|25-64|partner|1|226 (10.2)|10.1664417453891||226
age_index|age_index|no|bd_15#inc_2016_2021|25-64|partner|1|44.6 (35.6;53.3)|35.6256830601092|53.3397260273972|44.579234973
education_level: title|education_level|no|bd_15#inc_2016_2021|25-64|partner|1||||
education_level: long_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|1|667 (30.0)|30.004498425551||667
education_level: medium_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|1|1,085 (48.8)|48.8079172289698||1085
education_level: no_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|1|84 (3.8)|3.77867746288799||84
education_level: short_education|education_level|no|bd_15#inc_2016_2021|25-64|partner|1|387 (17.4)|17.408906882591||387
__n|__n|no|bd_15#prev_2021|25-64|partner|0|7,559 (100.0)|100||7559
male|male|no|bd_15#prev_2021|25-64|partner|0|5,390 (71.3)|71.3057282709353||5390
cci_g: title|cci_g|no|bd_15#prev_2021|25-64|partner|0||||
cci_g: +3|cci_g|no|bd_15#prev_2021|25-64|partner|0|150 (2.0)|1.98438946950654||150
